county_id,state,county_name,county_state,broadband_avail,broadband_use
21017,KY,Bourbon,Bourbon_KY,0.9946,0.372
21019,KY,Boyd,Boyd_KY,0.9737,0.577
21021,KY,Boyle,Boyle_KY,0.9924,0.548
21023,KY,Bracken,Bracken_KY,0.9889,0.118
21025,KY,Breathitt,Breathitt_KY,0.6861,0.094
21027,KY,Breckinridge,Breckinridge_KY,0.7461,0.139
21029,KY,Bullitt,Bullitt_KY,0.9944,0.702
21031,KY,Butler,Butler_KY,0.2708,0.059
21033,KY,Caldwell,Caldwell_KY,0.6835,0.15
21035,KY,Calloway,Calloway_KY,0.9557,0.525
21037,KY,Campbell,Campbell_KY,0.994,0.583
21039,KY,Carlisle,Carlisle_KY,0.9599,0.106
21041,KY,Carroll,Carroll_KY,0.8164,0.529
21043,KY,Carter,Carter_KY,0.8975,0.579
21045,KY,Casey,Casey_KY,0.9211,0.033
21047,KY,Christian,Christian_KY,0.8719,0.496
21049,KY,Clark,Clark_KY,0.9664,0.43
21051,KY,Clay,Clay_KY,0.9735,0.26
21053,KY,Clinton,Clinton_KY,0.9208,0.129
21055,KY,Crittenden,Crittenden_KY,0.662,0.048
21057,KY,Cumberland,Cumberland_KY,0.5718,0.17
21059,KY,Daviess,Daviess_KY,0.905,0.533
21061,KY,Edmonson,Edmonson_KY,0.8961,0.139
21063,KY,Elliott,Elliott_KY,1,0.206
21065,KY,Estill,Estill_KY,0.9747,0.197
21067,KY,Fayette,Fayette_KY,0.9974,0.619
21069,KY,Fleming,Fleming_KY,0.9926,0.353
21071,KY,Floyd,Floyd_KY,0.9417,0.243
21073,KY,Franklin,Franklin_KY,0.9946,0.381
21075,KY,Fulton,Fulton_KY,0.6264,0.083
21077,KY,Gallatin,Gallatin_KY,0.8629,0.273
21079,KY,Garrard,Garrard_KY,0.9184,0.103
21081,KY,Grant,Grant_KY,0.9594,0.381
21083,KY,Graves,Graves_KY,0.9483,0.623
21085,KY,Grayson,Grayson_KY,0.9031,0.153
21087,KY,Green,Green_KY,0.879,0.199
21089,KY,Greenup,Greenup_KY,0.9558,0.2
21091,KY,Hancock,Hancock_KY,0.1833,0.051
21093,KY,Hardin,Hardin_KY,0.9998,0.712
21095,KY,Harlan,Harlan_KY,0.909,0.102
21097,KY,Harrison,Harrison_KY,0.9988,0.208
21099,KY,Hart,Hart_KY,0.9056,0.214
21101,KY,Henderson,Henderson_KY,0.8923,0.533
21103,KY,Henry,Henry_KY,0.8416,0.073
21105,KY,Hickman,Hickman_KY,0.3247,0.134
21107,KY,Hopkins,Hopkins_KY,0.8195,0.344
21109,KY,Jackson,Jackson_KY,0.9999,0.382
21111,KY,Jefferson,Jefferson_KY,0.9998,0.579
21113,KY,Jessamine,Jessamine_KY,0.9855,0.408
21115,KY,Johnson,Johnson_KY,0.9877,0.388
21117,KY,Kenton,Kenton_KY,0.9951,0.618
21119,KY,Knott,Knott_KY,0.9923,0.267
21121,KY,Knox,Knox_KY,0.9489,0.284
21123,KY,Larue,Larue_KY,0.8753,0.362
21125,KY,Laurel,Laurel_KY,0.9882,0.611
21127,KY,Lawrence,Lawrence_KY,1,0.327
21129,KY,Lee,Lee_KY,0.4539,0.091
21131,KY,Leslie,Leslie_KY,0.7925,0.091
21133,KY,Letcher,Letcher_KY,0.9672,0.151
21135,KY,Lewis,Lewis_KY,0.9159,0.064
21137,KY,Lincoln,Lincoln_KY,0.7891,0.064
21139,KY,Livingston,Livingston_KY,0.8314,0.099
21141,KY,Logan,Logan_KY,0.7192,0.31
21143,KY,Lyon,Lyon_KY,0.2823,0.078
21145,KY,McCracken,McCracken_KY,0.9775,0.524
21147,KY,McCreary,McCreary_KY,1,0.243
21149,KY,McLean,McLean_KY,0.5062,0.061
21151,KY,Madison,Madison_KY,0.9589,0.475
21153,KY,Magoffin,Magoffin_KY,1,0.329
21155,KY,Marion,Marion_KY,0.9091,0.27
21157,KY,Marshall,Marshall_KY,0.9687,0.379
21159,KY,Martin,Martin_KY,0.819,0.307
21161,KY,Mason,Mason_KY,1,0.227
21163,KY,Meade,Meade_KY,1,0.638
21165,KY,Menifee,Menifee_KY,1,0.249
21167,KY,Mercer,Mercer_KY,0.9891,0.28
21169,KY,Metcalfe,Metcalfe_KY,0.7605,0.167
21171,KY,Monroe,Monroe_KY,0.8813,0.093
21173,KY,Montgomery,Montgomery_KY,0.9998,0.447
21175,KY,Morgan,Morgan_KY,1,0.49
21177,KY,Muhlenberg,Muhlenberg_KY,0.8033,0.26
21179,KY,Nelson,Nelson_KY,0.9592,0.393
21181,KY,Nicholas,Nicholas_KY,1,0.043
21183,KY,Ohio,Ohio_KY,0.4722,0.17
21185,KY,Oldham,Oldham_KY,0.9858,0.52
21187,KY,Owen,Owen_KY,0.8985,0.164
21189,KY,Owsley,Owsley_KY,1,0.374
21191,KY,Pendleton,Pendleton_KY,0.8523,0.281
21193,KY,Perry,Perry_KY,0.9736,0.132
21195,KY,Pike,Pike_KY,0.9396,0.321
21197,KY,Powell,Powell_KY,0.7597,0.168
21199,KY,Pulaski,Pulaski_KY,0.981,0.441
21201,KY,Robertson,Robertson_KY,1,0.088
21203,KY,Rockcastle,Rockcastle_KY,0.9521,0.116
21205,KY,Rowan,Rowan_KY,0.9901,0.319
21207,KY,Russell,Russell_KY,0.8605,0.606
21209,KY,Scott,Scott_KY,0.9882,0.5
21211,KY,Shelby,Shelby_KY,0.998,0.516
21213,KY,Simpson,Simpson_KY,0.6808,0.477
21215,KY,Spencer,Spencer_KY,0.993,0.197
21217,KY,Taylor,Taylor_KY,0.9391,0.32
21219,KY,Todd,Todd_KY,0.4946,0.076
21221,KY,Trigg,Trigg_KY,0.6974,0.277
21223,KY,Trimble,Trimble_KY,0.8323,0.072
21225,KY,Union,Union_KY,0.8097,0.29
21227,KY,Warren,Warren_KY,0.934,0.511
21229,KY,Washington,Washington_KY,0.8402,0.117
21231,KY,Wayne,Wayne_KY,0.8306,0.178
21233,KY,Webster,Webster_KY,0.6295,0.093
21235,KY,Whitley,Whitley_KY,0.9653,0.483
21237,KY,Wolfe,Wolfe_KY,1,0.201
21239,KY,Woodford,Woodford_KY,0.9909,0.38
22001,LA,Acadia,Acadia_LA,0.7202,0.22
22003,LA,Allen,Allen_LA,0.6107,0.115
22005,LA,Ascension,Ascension_LA,0.9878,0.692
22007,LA,Assumption,Assumption_LA,0.9886,0.157
22009,LA,Avoyelles,Avoyelles_LA,0.726,0.13
22011,LA,Beauregard,Beauregard_LA,0.4305,0.257
22013,LA,Bienville,Bienville_LA,0.2124,0.056
22015,LA,Bossier,Bossier_LA,0.874,0.584
22017,LA,Caddo,Caddo_LA,0.9619,0.418
22019,LA,Calcasieu,Calcasieu_LA,0.8958,0.321
22021,LA,Caldwell,Caldwell_LA,0.5206,0.212
22023,LA,Cameron,Cameron_LA,0.0184,0.134
22025,LA,Catahoula,Catahoula_LA,0.2629,0.025
22027,LA,Claiborne,Claiborne_LA,0.4999,0.081
22029,LA,Concordia,Concordia_LA,0.7605,0.095
22031,LA,De Soto,De Soto_LA,0.7241,0.139
22033,LA,East Baton Rouge,East Baton Rouge_LA,1,0.546
22035,LA,East Carroll,East Carroll_LA,0.6671,0.111
22037,LA,East Feliciana,East Feliciana_LA,0.2578,0.062
22039,LA,Evangeline,Evangeline_LA,0.5352,0.168
22041,LA,Franklin,Franklin_LA,0.3216,0.148
22043,LA,Grant,Grant_LA,0.3435,0.105
22045,LA,Iberia,Iberia_LA,0.9997,0.343
22047,LA,Iberville,Iberville_LA,0.8499,0.376
22049,LA,Jackson,Jackson_LA,0.0886,0.033
22051,LA,Jefferson,Jefferson_LA,0.9841,0.533
22053,LA,Jefferson Davis,Jefferson Davis_LA,0.7583,0.126
22055,LA,Lafayette,Lafayette_LA,0.9752,0.636
22057,LA,Lafourche,Lafourche_LA,0.9945,0.66
22059,LA,LaSalle,LaSalle_LA,0.4517,0.09
22061,LA,Lincoln,Lincoln_LA,0.7341,0.502
22063,LA,Livingston,Livingston_LA,0.9864,0.476
22065,LA,Madison,Madison_LA,0.6987,0.199
22067,LA,Morehouse,Morehouse_LA,0.8647,0.323
22069,LA,Natchitoches,Natchitoches_LA,0.6733,0.315
22071,LA,Orleans,Orleans_LA,0.9346,0.403
22073,LA,Ouachita,Ouachita_LA,0.9675,0.439
22075,LA,Plaquemines,Plaquemines_LA,0.7534,0.318
22077,LA,Pointe Coupee,Pointe Coupee_LA,0.836,0.223
22079,LA,Rapides,Rapides_LA,0.8215,0.515
22081,LA,Red River,Red River_LA,0.3175,0.072
22083,LA,Richland,Richland_LA,0.4937,0.215
22085,LA,Sabine,Sabine_LA,0.2456,0.062
22087,LA,St. Bernard,St. Bernard_LA,0.942,0.402
22089,LA,St. Charles,St. Charles_LA,0.9725,0.528
22091,LA,St. Helena,St. Helena_LA,0.2827,0.066
22093,LA,St. James,St. James_LA,0.9948,0.228
22095,LA,St. John the Baptist,St. John the Baptist_LA,0.9996,0.427
22097,LA,St. Landry,St. Landry_LA,0.9477,0.518
22099,LA,St. Martin,St. Martin_LA,0.9933,0.4
22101,LA,St. Mary,St. Mary_LA,0.9833,0.309
22103,LA,St. Tammany,St. Tammany_LA,0.9873,0.697
22105,LA,Tangipahoa,Tangipahoa_LA,0.8879,0.508
22107,LA,Tensas,Tensas_LA,0.0305,0.054
22109,LA,Terrebonne,Terrebonne_LA,0.9969,0.555
22111,LA,Union,Union_LA,0.3405,0.054
22113,LA,Vermilion,Vermilion_LA,0.9609,0.28
22115,LA,Vernon,Vernon_LA,0.5884,0.346
22117,LA,Washington,Washington_LA,0.4575,0.103
22119,LA,Webster,Webster_LA,0.6822,0.2
22121,LA,West Baton Rouge,West Baton Rouge_LA,0.9128,0.42
22123,LA,West Carroll,West Carroll_LA,0.3195,0.137
22125,LA,West Feliciana,West Feliciana_LA,0.3543,0.151
22127,LA,Winn,Winn_LA,0.4009,0.164
23001,ME,Androscoggin,Androscoggin_ME,0.9983,0.592
23003,ME,Aroostook,Aroostook_ME,0.9163,0.436
23005,ME,Cumberland,Cumberland_ME,0.9975,0.646
23007,ME,Franklin,Franklin_ME,0.9062,0.314
23009,ME,Hancock,Hancock_ME,0.9101,0.48
23011,ME,Kennebec,Kennebec_ME,0.9982,0.586
23013,ME,Knox,Knox_ME,0.9839,0.468
23015,ME,Lincoln,Lincoln_ME,0.9645,0.445
23017,ME,Oxford,Oxford_ME,0.921,0.362
23019,ME,Penobscot,Penobscot_ME,0.9476,0.523
23021,ME,Piscataquis,Piscataquis_ME,0.8216,0.234
23023,ME,Sagadahoc,Sagadahoc_ME,0.9813,0.435
23025,ME,Somerset,Somerset_ME,0.913,0.282
23027,ME,Waldo,Waldo_ME,0.8895,0.316
23029,ME,Washington,Washington_ME,0.9029,0.314
23031,ME,York,York_ME,0.9897,0.574
24001,MD,Allegany,Allegany_MD,0.9059,0.633
24003,MD,Anne Arundel,Anne Arundel_MD,0.9759,0.846
24005,MD,Baltimore,Baltimore_MD,0.9829,0.8
24009,MD,Calvert,Calvert_MD,0.9779,0.758
24011,MD,Caroline,Caroline_MD,0.9333,0.37
24013,MD,Carroll,Carroll_MD,0.9774,0.677
24015,MD,Cecil,Cecil_MD,0.968,0.741
24017,MD,Charles,Charles_MD,0.9211,0.747
24019,MD,Dorchester,Dorchester_MD,0.8922,0.509
24021,MD,Frederick,Frederick_MD,0.9776,0.806
24023,MD,Garrett,Garrett_MD,0.9174,0.479
24025,MD,Harford,Harford_MD,0.9906,0.767
24027,MD,Howard,Howard_MD,0.9767,0.883
24029,MD,Kent,Kent_MD,0.9781,0.403
24031,MD,Montgomery,Montgomery_MD,0.9879,0.81
24033,MD,Prince George's,Prince George's_MD,0.9701,0.864
24035,MD,Queen Anne's,Queen Anne's_MD,0.9849,0.723
24037,MD,St. Mary's,St. Mary's_MD,0.9665,0.862
24039,MD,Somerset,Somerset_MD,0.9107,0.184
24041,MD,Talbot,Talbot_MD,0.8717,0.616
24043,MD,Washington,Washington_MD,0.9668,0.523
24045,MD,Wicomico,Wicomico_MD,0.9823,0.767
24047,MD,Worcester,Worcester_MD,0.9074,0.759
24510,MD,Baltimore,Baltimore_MD,0.9872,0.591
25001,MA,Barnstable,Barnstable_MA,0.9864,0.759
25003,MA,Berkshire,Berkshire_MA,0.9398,0.56
25005,MA,Bristol,Bristol_MA,0.9839,0.715
25007,MA,Dukes,Dukes_MA,0.9275,0.568
25009,MA,Essex,Essex_MA,0.9888,0.713
25011,MA,Franklin,Franklin_MA,0.8236,0.567
25013,MA,Hampden,Hampden_MA,0.9814,0.694
25015,MA,Hampshire,Hampshire_MA,0.8729,0.562
25017,MA,Middlesex,Middlesex_MA,0.9867,0.812
25019,MA,Nantucket,Nantucket_MA,0.9878,0.976
25021,MA,Norfolk,Norfolk_MA,0.9783,0.781
25023,MA,Plymouth,Plymouth_MA,0.9784,0.809
25025,MA,Suffolk,Suffolk_MA,0.9843,0.623
25027,MA,Worcester,Worcester_MA,0.9894,0.734
26001,MI,Alcona,Alcona_MI,0.7052,0.139
26003,MI,Alger,Alger_MI,0.7587,0.311
26005,MI,Allegan,Allegan_MI,0.9029,0.392
26007,MI,Alpena,Alpena_MI,0.9211,0.803
26009,MI,Antrim,Antrim_MI,0.9995,0.363
26011,MI,Arenac,Arenac_MI,0.6967,0.32
26013,MI,Baraga,Baraga_MI,0.6344,0.197
26015,MI,Barry,Barry_MI,0.8065,0.27
26017,MI,Bay,Bay_MI,0.9466,0.663
26019,MI,Benzie,Benzie_MI,0.9385,0.317
26021,MI,Berrien,Berrien_MI,0.9481,0.639
26023,MI,Branch,Branch_MI,0.9953,0.473
26025,MI,Calhoun,Calhoun_MI,0.9528,0.432
26027,MI,Cass,Cass_MI,0.9761,0.396
26029,MI,Charlevoix,Charlevoix_MI,0.9814,0.461
26031,MI,Cheboygan,Cheboygan_MI,0.8007,0.407
26033,MI,Chippewa,Chippewa_MI,0.7651,0.435
26035,MI,Clare,Clare_MI,0.9273,0.248
26037,MI,Clinton,Clinton_MI,0.9876,0.439
26039,MI,Crawford,Crawford_MI,0.9361,0.202
26041,MI,Delta,Delta_MI,0.8343,0.43
26043,MI,Dickinson,Dickinson_MI,0.7323,0.522
26045,MI,Eaton,Eaton_MI,0.95,0.453
26047,MI,Emmet,Emmet_MI,0.9923,0.513
26049,MI,Genesee,Genesee_MI,0.9893,0.645
26051,MI,Gladwin,Gladwin_MI,0.9705,0.148
26053,MI,Gogebic,Gogebic_MI,0.802,0.56
26055,MI,Grand Traverse,Grand Traverse_MI,0.9817,0.679
26057,MI,Gratiot,Gratiot_MI,1,0.246
26059,MI,Hillsdale,Hillsdale_MI,0.9834,0.263
26061,MI,Houghton,Houghton_MI,0.8414,0.491
26063,MI,Huron,Huron_MI,0.6762,0.346
26065,MI,Ingham,Ingham_MI,0.9826,0.604
26067,MI,Ionia,Ionia_MI,0.9998,0.232
26069,MI,Iosco,Iosco_MI,0.8766,0.455
26071,MI,Iron,Iron_MI,0.5198,0.174
26073,MI,Isabella,Isabella_MI,0.9989,0.608
26075,MI,Jackson,Jackson_MI,0.9225,0.508
26077,MI,Kalamazoo,Kalamazoo_MI,0.9825,0.637
26079,MI,Kalkaska,Kalkaska_MI,0.8954,0.215
26081,MI,Kent,Kent_MI,0.9998,0.654
26083,MI,Keweenaw,Keweenaw_MI,0.535,0.127
26085,MI,Lake,Lake_MI,0.4265,0.036
26087,MI,Lapeer,Lapeer_MI,0.8318,0.409
26089,MI,Leelanau,Leelanau_MI,0.9639,0.149
26091,MI,Lenawee,Lenawee_MI,0.941,0.427
26093,MI,Livingston,Livingston_MI,0.9916,0.711
26095,MI,Luce,Luce_MI,0.0393,0.093
26097,MI,Mackinac,Mackinac_MI,0.5723,0.165
26099,MI,Macomb,Macomb_MI,0.9857,0.712
26101,MI,Manistee,Manistee_MI,0.7618,0.416
26103,MI,Marquette,Marquette_MI,0.8928,0.597
26105,MI,Mason,Mason_MI,0.9338,0.523
26107,MI,Mecosta,Mecosta_MI,1,0.529
26109,MI,Menominee,Menominee_MI,0.6622,0.125
26111,MI,Midland,Midland_MI,0.9778,0.74
26113,MI,Missaukee,Missaukee_MI,0.4388,0.087
26115,MI,Monroe,Monroe_MI,0.9592,0.612
26117,MI,Montcalm,Montcalm_MI,1,0.468
26119,MI,Montmorency,Montmorency_MI,0.7015,0.098
26121,MI,Muskegon,Muskegon_MI,0.9783,0.571
26123,MI,Newaygo,Newaygo_MI,0.7927,0.243
26125,MI,Oakland,Oakland_MI,0.9906,0.75
26127,MI,Oceana,Oceana_MI,0.7624,0.112
26129,MI,Ogemaw,Ogemaw_MI,0.9103,0.224
26131,MI,Ontonagon,Ontonagon_MI,0.6733,0.103
26133,MI,Osceola,Osceola_MI,0.9719,0.104
26135,MI,Oscoda,Oscoda_MI,0.9561,0.077
26137,MI,Otsego,Otsego_MI,0.9486,0.666
26139,MI,Ottawa,Ottawa_MI,0.9965,0.732
26141,MI,Presque Isle,Presque Isle_MI,0.8539,0.091
26143,MI,Roscommon,Roscommon_MI,0.9561,0.675
26145,MI,Saginaw,Saginaw_MI,0.9557,0.559
26147,MI,St. Clair,St. Clair_MI,0.8897,0.495
26149,MI,St. Joseph,St. Joseph_MI,0.9023,0.552
26151,MI,Sanilac,Sanilac_MI,0.3422,0.121
26153,MI,Schoolcraft,Schoolcraft_MI,0.572,0.124
26155,MI,Shiawassee,Shiawassee_MI,0.9149,0.541
26157,MI,Tuscola,Tuscola_MI,0.6996,0.199
26159,MI,Van Buren,Van Buren_MI,0.8582,0.458
26161,MI,Washtenaw,Washtenaw_MI,0.9821,0.627
26163,MI,Wayne,Wayne_MI,0.9916,0.617
26165,MI,Wexford,Wexford_MI,0.6708,0.474
27001,MN,Aitkin,Aitkin_MN,0.7224,0.217
27003,MN,Anoka,Anoka_MN,0.9925,0.71
27005,MN,Becker,Becker_MN,0.9421,0.661
27007,MN,Beltrami,Beltrami_MN,0.9934,0.847
27009,MN,Benton,Benton_MN,0.9256,0.376
27011,MN,Big Stone,Big Stone_MN,0.9347,0.443
27013,MN,Blue Earth,Blue Earth_MN,0.9919,0.765
27015,MN,Brown,Brown_MN,0.9779,0.566
27017,MN,Carlton,Carlton_MN,0.773,0.375
27019,MN,Carver,Carver_MN,0.9986,0.674
27021,MN,Cass,Cass_MN,0.897,0.26
27023,MN,Chippewa,Chippewa_MN,1,0.3
27025,MN,Chisago,Chisago_MN,0.9207,0.221
27027,MN,Clay,Clay_MN,0.9847,0.466
27029,MN,Clearwater,Clearwater_MN,0.9997,0.27
27031,MN,Cook,Cook_MN,0.9848,0.753
27033,MN,Cottonwood,Cottonwood_MN,1,0.203
27035,MN,Crow Wing,Crow Wing_MN,0.9514,0.755
27037,MN,Dakota,Dakota_MN,0.9995,0.725
27039,MN,Dodge,Dodge_MN,1,0.553
27041,MN,Douglas,Douglas_MN,0.9967,0.621
27043,MN,Faribault,Faribault_MN,0.9848,0.271
27045,MN,Fillmore,Fillmore_MN,0.9663,0.34
27047,MN,Freeborn,Freeborn_MN,0.9999,0.331
27049,MN,Goodhue,Goodhue_MN,0.9968,0.609
27051,MN,Grant,Grant_MN,0.9901,0.344
27053,MN,Hennepin,Hennepin_MN,0.9998,0.692
27055,MN,Houston,Houston_MN,0.9073,0.372
27057,MN,Hubbard,Hubbard_MN,0.9811,0.453
27059,MN,Isanti,Isanti_MN,0.8131,0.572
27061,MN,Itasca,Itasca_MN,0.9445,0.511
27063,MN,Jackson,Jackson_MN,1,0.483
27065,MN,Kanabec,Kanabec_MN,0.6318,0.09
27067,MN,Kandiyohi,Kandiyohi_MN,1,0.545
27069,MN,Kittson,Kittson_MN,0.7182,0.253
27071,MN,Koochiching,Koochiching_MN,0.8228,0.356
27073,MN,Lac qui Parle,Lac qui Parle_MN,0.9944,0.365
27075,MN,Lake,Lake_MN,0.9175,0.274
27077,MN,Lake of the Woods,Lake of the Woods_MN,0.607,0.318
27079,MN,Le Sueur,Le Sueur_MN,0.997,0.469
27081,MN,Lincoln,Lincoln_MN,1,0.213
27083,MN,Lyon,Lyon_MN,1,0.557
27085,MN,McLeod,McLeod_MN,0.9836,0.633
27087,MN,Mahnomen,Mahnomen_MN,0.9282,0.225
27089,MN,Marshall,Marshall_MN,0.8107,0.171
27091,MN,Martin,Martin_MN,0.9936,0.461
27093,MN,Meeker,Meeker_MN,0.9652,0.497
27095,MN,Mille Lacs,Mille Lacs_MN,0.7691,0.322
27097,MN,Morrison,Morrison_MN,0.9129,0.23
27099,MN,Mower,Mower_MN,0.9992,0.427
27101,MN,Murray,Murray_MN,1,0.152
27103,MN,Nicollet,Nicollet_MN,0.9528,0.441
27105,MN,Nobles,Nobles_MN,1,0.452
27107,MN,Norman,Norman_MN,0.9755,0.279
27109,MN,Olmsted,Olmsted_MN,0.9991,0.774
27111,MN,Otter Tail,Otter Tail_MN,0.9869,0.426
27113,MN,Pennington,Pennington_MN,0.9873,0.423
27115,MN,Pine,Pine_MN,0.6755,0.193
27117,MN,Pipestone,Pipestone_MN,1,0.397
27119,MN,Polk,Polk_MN,0.9949,0.408
27121,MN,Pope,Pope_MN,0.9951,0.258
27123,MN,Ramsey,Ramsey_MN,0.9992,0.682
27125,MN,Red Lake,Red Lake_MN,1,0.533
27127,MN,Redwood,Redwood_MN,1,0.234
27129,MN,Renville,Renville_MN,1,0.31
27131,MN,Rice,Rice_MN,0.9897,0.576
27133,MN,Rock,Rock_MN,1,0.758
27135,MN,Roseau,Roseau_MN,0.789,0.323
27137,MN,St. Louis,St. Louis_MN,0.8902,0.494
27139,MN,Scott,Scott_MN,0.9927,0.733
27141,MN,Sherburne,Sherburne_MN,0.9405,0.691
27143,MN,Sibley,Sibley_MN,0.9935,0.438
27145,MN,Stearns,Stearns_MN,0.9623,0.645
27147,MN,Steele,Steele_MN,1,0.785
27149,MN,Stevens,Stevens_MN,0.9898,0.795
27151,MN,Swift,Swift_MN,0.9987,0.383
27153,MN,Todd,Todd_MN,0.7986,0.426
27155,MN,Traverse,Traverse_MN,0.9761,0.135
27157,MN,Wabasha,Wabasha_MN,0.9939,0.456
27159,MN,Wadena,Wadena_MN,0.9714,0.52
27161,MN,Waseca,Waseca_MN,1,0.258
27163,MN,Washington,Washington_MN,0.9833,0.67
27165,MN,Watonwan,Watonwan_MN,0.9964,0.67
27167,MN,Wilkin,Wilkin_MN,0.9965,0.148
27169,MN,Winona,Winona_MN,0.9988,0.446
27171,MN,Wright,Wright_MN,0.9619,0.578
27173,MN,Yellow Medicine,Yellow Medicine_MN,1,0.272
28001,MS,Adams,Adams_MS,0.8488,0.459
28003,MS,Alcorn,Alcorn_MS,0.7763,0.369
28005,MS,Amite,Amite_MS,0.747,0.105
28007,MS,Attala,Attala_MS,0.5162,0.143
28009,MS,Benton,Benton_MS,0.4409,0.141
28011,MS,Bolivar,Bolivar_MS,0.7678,0.35
28013,MS,Calhoun,Calhoun_MS,0.7179,0.122
28015,MS,Carroll,Carroll_MS,0.276,0.068
28017,MS,Chickasaw,Chickasaw_MS,0.5588,0.092
28019,MS,Choctaw,Choctaw_MS,0.5659,0.167
28021,MS,Claiborne,Claiborne_MS,0.414,0.131
28023,MS,Clarke,Clarke_MS,0.4468,0.087
28025,MS,Clay,Clay_MS,0.6469,0.16
28027,MS,Coahoma,Coahoma_MS,0.7518,0.22
28029,MS,Copiah,Copiah_MS,0.4006,0.073
28031,MS,Covington,Covington_MS,0.0451,0.054
28033,MS,DeSoto,DeSoto_MS,0.9656,0.575
28035,MS,Forrest,Forrest_MS,0.9129,0.231
28037,MS,Franklin,Franklin_MS,0.2528,0.129
28039,MS,George,George_MS,0.7602,0.131
28041,MS,Greene,Greene_MS,0.2263,0.047
28043,MS,Grenada,Grenada_MS,0.8029,0.342
28045,MS,Hancock,Hancock_MS,0.9942,0.317
28047,MS,Harrison,Harrison_MS,0.9762,0.477
28049,MS,Hinds,Hinds_MS,0.9176,0.365
28051,MS,Holmes,Holmes_MS,0.6209,0.07
28053,MS,Humphreys,Humphreys_MS,0.5676,0.149
28055,MS,Issaquena,Issaquena_MS,0.0173,0.145
28057,MS,Itawamba,Itawamba_MS,0.6489,0.131
28059,MS,Jackson,Jackson_MS,0.9787,0.412
28061,MS,Jasper,Jasper_MS,0.6047,0.147
28063,MS,Jefferson,Jefferson_MS,0.0309,0.053
28065,MS,Jefferson Davis,Jefferson Davis_MS,0.6537,0.031
28067,MS,Jones,Jones_MS,0.786,0.292
28069,MS,Kemper,Kemper_MS,0.1372,0.027
28071,MS,Lafayette,Lafayette_MS,0.8259,0.482
28073,MS,Lamar,Lamar_MS,0.8381,0.487
28075,MS,Lauderdale,Lauderdale_MS,0.8678,0.355
28077,MS,Lawrence,Lawrence_MS,0.0615,0.049
28079,MS,Leake,Leake_MS,0.4547,0.066
28081,MS,Lee,Lee_MS,0.8878,0.529
28083,MS,Leflore,Leflore_MS,0.8134,0.379
28085,MS,Lincoln,Lincoln_MS,0.7191,0.18
28087,MS,Lowndes,Lowndes_MS,0.8988,0.342
28089,MS,Madison,Madison_MS,0.9627,0.567
28091,MS,Marion,Marion_MS,0.4886,0.057
28093,MS,Marshall,Marshall_MS,0.6767,0.105
28095,MS,Monroe,Monroe_MS,0.7177,0.175
28097,MS,Montgomery,Montgomery_MS,0.7877,0.255
28099,MS,Neshoba,Neshoba_MS,0.6451,0.269
28101,MS,Newton,Newton_MS,0.6903,0.071
28103,MS,Noxubee,Noxubee_MS,0.4986,0.026
28105,MS,Oktibbeha,Oktibbeha_MS,0.8646,0.381
28107,MS,Panola,Panola_MS,0.7542,0.213
28109,MS,Pearl River,Pearl River_MS,0.9394,0.347
28111,MS,Perry,Perry_MS,0.2253,0.012
28113,MS,Pike,Pike_MS,0.7852,0.221
28115,MS,Pontotoc,Pontotoc_MS,0.5639,0.219
28117,MS,Prentiss,Prentiss_MS,0.6786,0.273
28119,MS,Quitman,Quitman_MS,0.6188,0.053
28121,MS,Rankin,Rankin_MS,0.9549,0.463
28123,MS,Scott,Scott_MS,0.5739,0.052
28125,MS,Sharkey,Sharkey_MS,0.5547,0.083
28127,MS,Simpson,Simpson_MS,0.5809,0.074
28129,MS,Smith,Smith_MS,0.4511,0.043
28131,MS,Stone,Stone_MS,0.8926,0.153
28133,MS,Sunflower,Sunflower_MS,0.7486,0.149
28135,MS,Tallahatchie,Tallahatchie_MS,0.5486,0.074
28137,MS,Tate,Tate_MS,0.7815,0.252
28139,MS,Tippah,Tippah_MS,0.8456,0.213
28141,MS,Tishomingo,Tishomingo_MS,0.6357,0.149
28143,MS,Tunica,Tunica_MS,0.6806,0.131
28145,MS,Union,Union_MS,0.6678,0.336
28147,MS,Walthall,Walthall_MS,0.2662,0.031
28149,MS,Warren,Warren_MS,0.9745,0.208
28151,MS,Washington,Washington_MS,0.9007,0.312
28153,MS,Wayne,Wayne_MS,0.6252,0.071
28155,MS,Webster,Webster_MS,0.4943,0.069
28157,MS,Wilkinson,Wilkinson_MS,0.5811,0.091
28159,MS,Winston,Winston_MS,0.6873,0.349
28161,MS,Yalobusha,Yalobusha_MS,0.6554,0.053
28163,MS,Yazoo,Yazoo_MS,0.7287,0.15
29001,MO,Adair,Adair_MO,0.9708,0.475
29003,MO,Andrew,Andrew_MO,0.8811,0.639
29005,MO,Atchison,Atchison_MO,0.79,0.129
29007,MO,Audrain,Audrain_MO,0.9536,0.73
29009,MO,Barry,Barry_MO,0.979,0.416
29011,MO,Barton,Barton_MO,0.7403,0.047
29013,MO,Bates,Bates_MO,0.6578,0.142
29015,MO,Benton,Benton_MO,0.3123,0.171
29017,MO,Bollinger,Bollinger_MO,0.0161,0.066
29019,MO,Boone,Boone_MO,0.9249,0.466
29021,MO,Buchanan,Buchanan_MO,0.891,0.488
