,Churn
4729,0
2677,0
3704,1
1178,0
1964,0
1339,0
301,1
6489,0
10217,1
5945,0
5913,0
6089,1
310,0
6331,0
3734,0
9817,1
2392,0
1588,0
6438,0
5192,0
5000,1
4738,1
3644,0
9620,1
2430,0
3216,0
4689,1
4356,0
3878,0
7949,1
2320,0
9734,1
4090,1
6644,1
9840,1
1966,0
75,1
10126,1
9185,1
2801,0
3532,0
5666,0
4682,0
5936,0
4042,1
9881,1
6097,0
4044,0
3249,0
9297,1
6564,1
3211,1
2668,0
8715,1
986,0
9646,1
4280,1
101,1
1486,1
594,0
9827,1
5042,0
1901,1
1258,0
5779,1
5551,0
5549,0
4620,1
1205,0
5749,1
1175,1
2257,0
10015,1
2504,1
948,0
6663,1
6538,0
2968,0
10280,1
2073,0
10091,1
833,0
9276,1
5241,0
6337,1
6286,0
7615,1
8181,1
8504,1
3339,0
9285,1
7391,1
4593,0
5288,0
9234,1
7461,1
1565,0
5465,0
3218,1
6110,1
3409,0
4248,1
9597,1
1909,0
1381,0
5735,1
6186,0
8599,1
6149,0
4151,0
5070,0
1677,0
9469,1
5400,0
6385,0
6770,1
8035,1
255,0
7752,1
3794,0
6243,0
7998,1
5011,0
662,0
8527,1
8743,1
3333,0
7533,1
3911,0
1716,0
4814,0
2792,0
1880,0
1097,0
1841,0
91,0
5026,1
907,0
2156,1
8294,1
1193,0
4926,0
1416,0
2326,0
2233,1
2704,0
208,1
5289,1
6781,0
4820,0
9779,1
1007,0
8211,1
1316,0
8246,1
3577,0
5955,0
2295,1
5184,0
1873,0
2313,0
1537,0
8021,1
8347,1
3185,1
8942,1
89,0
5222,0
2130,0
2170,0
2199,0
8676,1
7075,1
2482,0
1365,1
1345,0
9512,1
2737,0
1146,0
7213,1
8385,1
9136,1
8832,1
10068,1
9290,1
3869,0
7769,1
8092,1
4983,1
10112,1
293,1
6462,0
1676,0
2765,0
5209,1
7726,1
5074,1
9007,1
184,0
3423,0
1664,1
7833,1
1154,0
3767,0
1492,1
7278,1
2582,1
7387,1
1227,0
7338,1
7197,1
5391,0
4822,1
3588,0
5517,0
9663,1
3406,0
7579,1
10108,1
5043,1
5104,0
1228,0
1968,0
434,0
9278,1
6363,0
6527,1
9171,1
2136,1
3792,0
6957,0
8007,1
6767,1
2316,1
5778,0
8397,1
1682,0
8579,1
5612,0
2656,0
4754,0
5715,0
3695,0
8281,1
8836,1
5146,0
9015,1
7687,1
5330,0
3165,1
5616,0
707,0
4239,0
8977,1
2469,0
5960,0
178,0
4267,0
8604,1
8608,1
9110,1
5390,0
9999,1
3248,1
740,0
73,0
337,0
2360,1
9350,1
7000,1
9618,1
2202,0
3963,0
5312,0
9569,1
7641,1
6195,0
10106,1
2978,0
9227,1
3049,0
8823,1
1896,1
9506,1
1080,0
4728,1
5947,1
6325,0
3670,0
4274,0
4594,0
2246,0
81,1
10167,1
877,1
5262,1
5785,0
1340,0
3387,0
4496,0
759,1
1356,0
7782,1
3094,0
5088,0
2093,1
7441,1
3178,0
9604,1
5370,0
7640,1
319,0
848,0
9983,1
2785,0
1443,0
9302,1
2028,0
4935,0
3983,0
4471,1
5250,0
8993,1
6341,0
5999,0
9498,1
2512,0
4161,0
374,0
9322,1
10235,1
3527,1
10083,1
6424,0
1506,0
3168,0
372,0
6720,1
7083,1
4985,1
4432,0
9565,1
1325,0
6498,1
3859,0
1579,0
4192,0
9254,1
3250,0
9886,1
2637,0
4295,1
129,0
1635,0
8153,1
5219,1
7651,1
7073,1
370,0
5884,1
2116,0
1820,0
881,0
4327,0
8569,1
5509,0
432,0
9605,1
7138,1
6445,1
1591,0
5239,0
4268,0
3727,0
3863,0
1876,1
2654,0
7392,1
9006,1
6362,0
4112,0
4212,0
367,1
7463,1
3436,0
10127,1
9260,1
7623,1
6117,0
5944,1
6119,0
2893,0
9709,1
239,0
7128,1
9711,1
542,0
6947,0
1459,0
1903,0
4648,0
362,0
7114,1
7210,1
2086,1
2988,0
6932,1
9571,1
4451,0
9656,1
3607,0
3984,0
3347,0
2083,0
6786,0
2514,0
3004,0
1181,1
9991,1
3599,1
4745,0
6703,1
1229,0
2780,0
9899,1
9624,1
3946,0
3492,0
960,0
3313,0
1164,0
1306,0
2993,0
5709,0
1575,1
3742,0
5580,1
3834,0
1858,0
4354,0
769,1
3940,0
6592,1
4210,0
5912,1
957,1
9544,1
7498,1
3818,0
6421,1
8248,1
3300,1
1435,1
3958,0
4531,0
1057,1
6979,1
7505,1
60,0
6173,0
4878,1
35,1
7315,1
5746,0
7454,1
5156,0
9870,1
8177,1
6194,0
4361,1
3257,1
5681,1
6064,0
7459,1
373,0
8926,1
9436,1
2596,0
4080,1
9079,1
7116,1
8686,1
8772,1
4199,1
8404,1
1064,0
3293,1
4843,0
3796,0
5127,1
1004,1
5691,0
7824,1
5596,0
4049,1
3966,0
6015,0
8378,1
10036,1
2015,1
6941,0
3384,1
1631,0
5718,0
1307,0
9708,1
1781,0
2422,1
1655,0
8637,1
2274,0
4560,0
7363,1
10266,1
3047,0
1681,0
6410,0
2800,0
3215,0
2581,0
243,0
6388,1
6835,0
7484,1
3549,1
5323,0
9627,1
1659,1
5726,0
7781,1
6915,0
1674,0
5503,1
2352,0
3995,1
6905,0
611,0
2474,0
8565,1
9720,1
5781,0
3062,1
6822,0
1186,0
6218,0
2127,1
236,0
1344,0
2321,1
7087,1
1776,0
7209,1
7888,1
2391,0
5041,1
7812,1
5727,1
7581,1
8702,1
1613,1
6091,0
1623,0
9665,1
6188,0
3163,0
7413,1
5703,0
9675,1
8142,1
78,0
6034,0
2317,0
2874,0
4409,0
3399,0
9103,1
7951,1
3478,0
8889,1
2386,0
4562,1
363,0
9345,1
5440,1
1360,0
9887,1
9809,1
5620,0
5130,0
9455,1
8275,1
79,1
7909,1
7232,1
8854,1
5535,0
324,0
5015,0
1440,1
9747,1
10013,1
1130,0
9000,1
1510,1
7340,1
3105,0
2593,1
656,0
3070,0
5538,0
10163,1
9050,1
1383,0
9490,1
4940,0
9025,1
2927,0
1614,0
3356,0
213,1
131,0
3087,0
6517,0
3467,0
8146,1
448,0
10084,1
699,0
8295,1
7228,1
523,0
9294,1
1821,0
1415,0
165,0
3308,0
7762,1
6758,1
5305,0
4600,0
2555,1
3383,0
5837,0
8587,1
625,0
4791,1
3997,0
9139,1
761,0
6407,0
5479,0
6324,1
6990,1
6927,1
4039,0
5497,1
645,1
5533,0
7802,1
1882,0
4867,1
8087,1
9232,1
4147,0
2598,0
2822,0
2349,1
5471,0
5217,1
7137,1
5131,0
2286,0
6241,0
2827,0
9902,1
4207,0
183,0
6613,0
4057,0
1169,0
2489,0
8058,1
5802,0
1711,0
9370,1
2129,0
2532,0
8589,1
1291,1
3661,1
3971,0
8019,1
3458,0
3096,1
7300,1
9481,1
6514,0
5839,0
6232,0
6182,0
2309,0
901,0
3748,0
571,0
4545,1
8804,1
7078,1
3366,0
7434,1
10065,1
5630,0
6743,0
4452,0
4704,0
2742,0
10222,1
4378,0
8071,1
8075,1
6895,0
9666,1
4470,0
3525,0
10154,1
3115,0
3952,0
1321,0
9317,1
1527,1
4825,0
5487,0
3877,1
1111,0
1408,0
3137,0
10075,1
7837,1
7335,1
7011,1
4478,0
7406,1
7774,1
2589,0
2538,1
1320,0
9425,1
5672,0
1629,0
6460,0
123,0
2634,0
7018,1
4756,0
6675,1
3102,0
2710,1
6056,0
4326,0
8144,1
4997,0
9721,1
765,0
1409,0
9818,1
1745,0
7008,1
6245,0
8629,1
4517,0
7021,1
7239,1
6819,0
2138,0
8990,1
5966,1
6103,1
626,1
4591,0
9371,1
1616,0
1890,0
8982,1
6653,0
8199,1
7486,1
10139,1
2276,0
8609,1
7374,1
8934,1
5310,0
3593,0
8121,1
5265,1
6704,0
7096,1
824,1
7935,1
9820,1
116,0
7764,1
2371,0
4669,0
3799,0
1024,0
6557,1
592,0
9693,1
9888,1
2022,0
9299,1
7322,1
2508,0
1508,0
127,0
10079,1
2437,0
8595,1
8342,1
2023,1
6490,0
62,0
6432,0
2544,0
7557,1
7326,1
9679,1
3632,1
4332,0
3676,0
222,1
10140,1
120,0
6732,1
4289,0
2283,0
8373,1
10038,1
4485,0
9160,1
8819,1
5641,1
4765,0
7500,1
9860,1
10206,1
9557,1
8806,1
5382,1
266,0
3973,0
1932,0
3190,1
1807,1
7820,1
8417,1
7874,1
6509,0
5604,1
6827,0
2068,1
4966,0
2098,0
9378,1
2963,0
5851,0
4803,0
0,0
284,0
7719,1
9112,1
9917,1
1608,0
5908,0
2354,0
7385,1
99,0
9114,1
9594,1
9120,1
4263,0
5736,0
4108,0
8809,1
9284,1
4186,0
612,1
9077,1
7426,1
8969,1
6448,0
3252,1
2903,0
10172,1
28,0
5618,0
5162,0
3280,0
3604,0
6007,0
6634,1
8266,1
4611,1
5405,0
4078,1
6253,0
6437,0
9264,1
2691,0
1799,1
2820,1
4242,0
3404,0
5696,1
8169,1
8043,1
5719,0
115,1
7970,1
5277,0
8529,1
1973,0
7303,1
8945,1
8033,1
1938,0
673,1
3511,0
9393,1
7738,1
4260,0
8616,1
3715,0
8856,1
350,0
8639,1
8901,1
7185,1
1924,1
1221,0
3922,0
5245,0
387,1
3547,0
1337,1
4850,0
6282,0
4547,0
5290,1
3205,0
9022,1
7246,1
5046,0
8778,1
3418,0
6540,1
1734,0
8063,1
3191,0
9198,1
8592,1
6102,1
1253,0
6573,0
21,0
9497,1
6910,0
8429,1
3107,1
3665,1
8863,1
10144,1
6037,1
9037,1
4790,0
100,0
9545,1
10120,1
3451,0
9061,1
3686,0
8156,1
604,1
4930,1
4998,1
4723,0
3868,0
9094,1
7828,1
1747,0
7845,1
3310,0
6844,0
2051,0
4047,0
7458,1
2757,0
10270,1
7288,1
8888,1
1179,0
6874,0
4720,1
9354,1
2173,0
5576,1
9282,1
9040,1
3808,0
4876,1
3745,0
7794,1
8797,1
8366,1
7676,1
2463,1
8292,1
9435,1
8933,1
8526,1
7282,1
5801,0
2881,1
3292,1
4690,0
2987,1
6310,0
5534,0
7853,1
5638,1
4702,1
6029,1
4043,0
3466,0
4736,0
6959,0
9660,1
1838,0
3123,0
8652,1
1562,0
3290,0
6729,0
4515,1
8930,1
9630,1
7373,1
7666,1
497,0
3945,0
375,0
9401,1
5037,1
404,0
3778,0
2467,1
93,1
3204,0
6834,0
827,0
4524,0
5985,0
6598,0
6176,0
6862,0
6995,0
8535,1
2683,1
2547,0
691,0
7528,1
8192,1
9774,1
1707,1
7644,1
2003,0
1131,1
10082,1
2304,0
5343,0
8787,1
8020,1
6246,1
3395,0
7788,1
1731,0
9351,1
6996,1
2120,0
606,0
1671,0
10213,1
1971,0
4461,0
736,0
4122,0
6980,0
7452,1
4776,0
7033,1
5346,0
4099,1
9029,1
292,0
8890,1
4903,0
7296,1
3969,1
9995,1
7396,1
10236,1
5763,0
1963,1
8010,1
3441,1
5394,1
2387,0
2671,0
3516,0
2502,0
3988,0
3999,1
63,1
1384,0
4333,0
650,0
1967,1
112,1
3024,0
5444,0
804,0
5652,0
8769,1
5930,0
8318,1
3331,0
7152,1
8053,1
10195,1
3793,0
10022,1
9592,1
851,0
10045,1
6838,0
3057,0
2665,0
4950,0
2679,1
3893,0
5491,0
2977,0
1053,0
7521,1
8345,1
7734,1
5662,0
2353,1
2660,0
1028,0
8472,1
2711,1
3821,1
7026,1
3128,0
5593,0
9671,1
7377,1
7942,1
5896,0
8015,1
8696,1
903,0
2040,0
9864,1
3751,0
8742,1
1862,0
1805,0
7468,1
10207,1
945,1
4259,0
9882,1
2107,1
10212,1
5610,0
8641,1
941,1
6930,0
1020,0
9724,1
1847,1
3898,0
437,1
5410,1
4882,1
739,0
7601,1
5102,0
586,0
2989,0
4444,0
6567,0
9220,1
5259,0
10216,1
5637,0
6797,0
573,0
647,1
595,0
7034,1
5347,0
3396,0
7444,1
9500,1
4566,0
7594,1
8473,1
5028,0
732,0
5240,0
5713,0
3085,0
9303,1
6599,1
4680,0
2195,0
8352,1
2798,0
6011,0
9144,1
9523,1
9411,1
5311,1
6772,0
7704,1
8798,1
8356,1
6250,1
1040,0
8150,1
3968,0
6761,0
8401,1
3612,1
329,0
2546,1
1429,0
6237,0
433,1
5203,0
6187,1
9052,1
4370,1
967,0
6854,0
423,0
6235,0
4652,1
9100,1
6213,0
2562,0
4605,0
4317,0
5393,1
8338,1
3361,0
1777,0
5149,0
5918,0
3186,0
8700,1
8039,1
4419,0
9753,1
2852,0
6004,0
168,0
3419,0
9584,1
6273,1
136,0
5374,0
894,0
8389,1
1483,0
1792,0
6180,0
4863,0
6177,0
5208,1
5181,1
1447,0
199,0
1823,1
9987,1
6066,1
8922,1
3886,0
8067,1
2121,0
807,0
5661,0
2997,0
1198,0
4403,0
9013,1
1241,0
4051,0
8962,1
623,1
1162,0
6356,0
7179,1
2603,0
2775,0
3781,0
5846,0
6118,0
1740,0
2282,1
7939,1
5103,0
8216,1
8408,1
10102,1
5249,0
3421,0
4262,0
207,1
2322,0
6185,0
591,0
5272,1
1720,0
1863,1
8717,1
469,0
5446,0
6265,0
5627,0
928,1
10088,1
2721,1
9661,1
2934,0
1913,0
956,0
9680,1
25,0
1134,0
5021,0
3224,1
9744,1
4939,0
9837,1
2937,0
3533,0
5116,1
4845,0
8131,1
8032,1
3854,0
7997,1
7148,1
8372,1
5368,1
6594,1
1434,0
3912,0
3091,0
2344,0
5995,0
8286,1
770,0
8829,1
2492,1
1208,1
5294,0
8467,1
6950,0
1152,0
5302,0
307,0
4182,0
6922,0
7204,1
6926,0
5531,0
2610,0
4305,1
7316,1
2787,0
6738,1
10179,1
9123,1
7742,1
6242,1
6521,1
5819,0
6167,0
3455,0
2418,1
8393,1
4464,0
973,0
1634,1
2435,0
9008,1
10146,1
3762,0
6001,1
8448,1
7365,1
7263,1
1472,0
5795,0
9797,1
8752,1
4469,0
2957,0
7098,1
1684,0
9359,1
3918,0
9396,1
7012,1
5251,1
1071,1
7108,1
4420,0
2251,0
2956,0
9781,1
2659,0
4187,0
7250,1
8622,1
4353,0
4984,0
1641,0
8948,1
3560,0
3622,0
6021,0
7221,1
10148,1
8994,1
6172,1
1207,1
8343,1
2292,1
714,0
6687,0
8736,1
4735,1
2745,0
3337,0
7456,1
8615,1
3219,0
659,0
797,1
755,0
10200,1
8291,1
2496,1
7599,1
1871,1
2046,1
7877,1
4851,1
5072,1
2163,0
6036,0
6921,0
6216,1
537,1
9893,1
2897,0
7768,1
2222,0
2599,0
705,0
3468,0
6744,0
5874,0
4373,0
7891,1
9225,1
4859,0
3264,0
9845,1
2732,0
