,Lat,Lng,Income,Churn,Outage_sec_perweek,Techie,Port_modem,Tablet,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharge,Bandwidth_GB_Year,Area_Rural,Area_Suburban,Area_Urban,Marital_Divorced,Marital_Married,Marital_Never Married,Marital_Separated,Marital_Widowed,Gender_Female,Gender_Male,Gender_Nonbinary,Contract_Month-to-month,Contract_One year,Contract_Two Year,InternetService_DSL,InternetService_Fiber Optic,InternetService_None,PaymentMethod_Bank Transfer(automatic),PaymentMethod_Credit Card (automatic),PaymentMethod_Electronic Check,PaymentMethod_Mailed Check
2263,45.519,-122.702,32479.8,0,12.1254,1,0,1,1,1,0,0,1,0,1,0,0,182.4676,1453.840704,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0
4542,40.46092,-80.03489,26811.22,1,10.9973,0,0,0,1,0,1,1,1,0,1,1,0,225.1457,1340.927976,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0
6858,48.01216,-117.5764,53025.02,0,7.721097,1,1,0,0,0,0,1,1,0,1,1,1,210.1518,5566.284588,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
7757,35.66753,-97.59363,34261.92,0,10.81085,0,0,1,1,1,0,0,1,1,0,1,1,184.9797,6597.155039,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1
5002,39.94508,-105.2906,62174.76,0,8.081801,1,0,0,1,1,0,1,0,0,0,1,0,169.9671,5579.99579,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
4663,38.84413,-77.0889,24570.19,0,3.609651,1,1,0,1,1,0,0,0,1,1,0,0,162.4538,1512.108737,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
7990,39.68853,-105.0905,47832.37,0,7.75187,0,0,1,1,0,1,0,0,0,0,0,1,94.97283,4734.546819,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
5056,33.82433,-111.9153,33436.51,0,4.86844,0,0,0,1,0,0,0,0,1,0,1,0,159.9512,5341.417352,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
3910,45.24268,-94.11893,68622.59,0,8.326264,1,0,0,1,0,0,0,1,0,1,0,1,129.9621,1426.604038,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
1281,39.61842,-82.21731,36333.77,1,10.48393458,0,0,0,1,1,0,1,0,0,1,0,1,192.440432,547.9869964,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
8022,42.34856,-76.834,49914.94,0,6.40204,0,1,1,1,0,1,0,0,1,1,0,0,119.9897,4648.186854,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
7800,36.91923,-95.1981,18685.16,0,10.28292,1,0,1,0,1,0,1,1,1,1,1,1,287.6427,6351.617139,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
9453,34.96439,-96.55665,88325.38,0,11.11017,0,1,1,1,1,1,1,0,0,0,1,1,204.961,6436.529978,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
9690,41.96032,-83.43559,26162.53,0,12.50068,0,1,0,1,0,0,0,1,1,1,0,0,129.995,4315.294634,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0
6477,42.55285,-72.40252,35669.12,0,9.642833,0,0,0,1,1,1,0,1,0,0,1,0,174.9882,6658.685288,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
4178,29.83708,-94.70222,26998.56,0,14.63594,0,1,0,1,1,1,0,0,0,1,0,1,139.9861,2616.567484,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0
9200,40.4624,-124.1252,31023.93,0,7.945183,0,1,1,1,0,0,1,0,0,0,1,0,149.9378,4956.677539,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
7286,40.243,-89.45175,41998.76,0,10.70391,0,0,0,1,1,0,0,1,0,0,1,1,192.4705,4042.881848,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1
5052,31.04098,-83.39208,68105.34,0,8.799767,0,0,0,0,0,0,0,1,1,0,1,1,172.4742,5575.553256,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0
8209,44.28344,-92.52956,19106.09,0,12.22463,0,1,1,1,0,1,1,1,0,1,1,0,245.1457,4138.249014,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
1869,37.66765,-82.97331,19430.58,0,10.57996614,0,0,1,1,0,1,1,0,1,1,0,1,174.961766,1173.562649,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
1257,40.58919,-75.29957,81116.14,0,7.295808186,0,0,0,0,0,1,0,1,0,1,0,0,120.003499,1976.347042,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0
8340,30.89002,-88.018,62064.97,0,15.18246,0,1,0,1,1,0,0,0,1,1,0,1,182.4538,6273.353878,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
6189,39.28051,-94.73228,50491.3,0,9.94047,1,0,1,1,1,0,0,0,1,1,0,1,182.4538,5372.192462,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
8624,42.99685,-73.66309,128842.9,1,9.442846,0,0,0,0,1,0,0,1,1,1,1,1,245.147,5546.415428,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
3439,32.40153,-99.88473,18347.88,0,15.35326,0,1,1,1,1,0,0,1,0,0,0,1,157.4836,1333.059808,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
8737,30.2897,-86.02761,8483.28,0,10.17608,0,0,0,1,0,0,1,1,0,0,0,0,147.4738,5401.717861,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
9457,41.34921,-75.40335,3780.35,0,7.332892,0,0,0,1,1,1,0,1,0,1,0,1,152.509,6081.602554,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0
2070,37.07568,-89.05165,15872.85,1,11.70709,1,0,1,0,1,0,0,0,0,1,1,0,207.6386,1045.733553,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0
4250,38.93633,-77.01235,105969.1,1,17.26615,1,0,1,1,1,0,1,0,1,0,0,0,179.9656,787.75587,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
289,44.60674,-95.32622,41879.1,0,12.29165611,0,1,0,1,0,0,0,0,0,1,0,0,117.439154,1775.838153,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
8229,35.92289,-93.92867,31234.72,0,10.93917,0,1,0,1,1,1,1,0,0,0,0,0,149.9741,5456.006313,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
1978,41.49345,-70.73109,27720.0,0,12.17826323,0,0,0,1,0,1,1,0,1,0,0,0,129.977753,2010.958936,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0
5206,42.84475,-86.12523,56339.53,0,11.24743,0,0,0,1,1,1,1,0,0,0,1,1,172.4848,6130.392142,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
1751,40.13673,-82.00666,21786.91,1,9.777239043,0,0,1,0,1,1,1,1,1,1,1,1,290.160419,1150.574869,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1
3645,34.4765,-97.65173,12002.38,0,13.54895,0,0,1,1,0,0,0,0,0,1,0,1,117.4392,2322.340226,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
1166,45.27231,-123.02705,56014.49,1,7.523463124,0,0,1,1,0,0,0,0,0,1,1,0,175.133074,2019.788427,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1
8924,39.98206,-74.07228,44847.15,0,13.7101,0,1,0,1,0,0,1,1,1,0,1,1,162.4937,4021.932527,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
9842,30.7065,-83.01903,56408.34,0,6.941927,0,1,0,0,0,0,1,1,0,1,0,1,152.4579,4731.734078,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
1893,41.94696,-87.70262,10887.66,0,8.31466824,0,0,0,1,0,0,1,1,0,1,0,1,172.457857,2057.159348,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
5972,40.78327,-73.63884,28434.15,0,9.30836,0,1,0,1,0,0,0,0,0,1,0,0,117.4392,4762.552792,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
5151,32.31585,-106.6437,19114.71,0,8.644135,0,0,0,1,1,1,0,1,0,0,1,0,194.9882,4745.32751,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0
9824,42.53386,-74.96276,32765.97,0,11.31643,0,1,0,1,1,0,0,0,0,1,1,1,240.1149,4979.183398,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
3959,30.3661,-90.58381,26493.5,0,9.948834,0,0,0,1,0,0,1,1,0,1,0,1,172.4579,588.3651083,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
2164,43.0939,-79.04919,26284.13,1,13.22236,0,0,0,1,0,1,0,0,0,1,1,0,210.127,1291.871722,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0
4978,41.97241,-71.55109,35497.4,1,11.20268,0,0,0,1,1,1,1,0,0,1,1,0,265.1283,1422.55591,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
5091,45.77509,-121.6328,16885.35,0,11.46614,0,0,0,1,1,0,0,0,0,1,0,0,137.4684,5532.302162,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
1334,40.32862,-75.91455,72270.25,0,0.120057716,0,0,0,1,1,1,0,1,0,1,0,1,164.985293,1464.442974,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
4086,35.32231,-90.24605,46745.03,1,7.199791,0,1,0,1,1,1,1,1,0,1,1,1,277.6513,1017.250159,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0
4629,42.96682,-88.0434,18232.01,0,13.7442,0,1,1,1,1,0,0,0,0,0,1,0,179.9476,1786.342426,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
6928,41.11955,-84.39311,83931.89,0,7.552561,0,0,0,1,1,0,1,0,0,0,1,1,182.4433,5510.746113,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
2002,34.15399,-86.75906,8809.37,0,12.27326,0,1,0,1,0,1,0,0,0,1,0,0,139.9568,1392.096076,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
6577,39.14259,-97.69275,14890.08,0,1.33256,0,0,0,1,1,1,0,0,0,1,0,1,172.4624,5494.745121,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
6978,38.95277,-78.48929,101681.0,0,8.968992,0,0,1,0,0,0,1,0,1,0,1,0,149.9707,5804.870522,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
627,33.73147,-86.65417,25934.55,0,6.569174155,0,1,1,1,0,1,0,1,0,0,1,1,130.006414,1829.923575,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1
3182,35.23602,-106.62,111779.6,1,7.214022,0,0,1,1,0,0,0,0,1,0,1,1,139.9512,1344.195225,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1
4234,30.25535,-92.83886,33554.09,1,9.504751,1,1,1,1,0,0,1,1,1,0,1,1,174.9699,1774.889088,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
7589,37.59019,-119.9652,54808.33,0,6.799417,0,0,0,1,1,1,1,0,1,1,0,0,187.4673,5769.871286,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
6878,35.67987,-80.56391,66377.96,0,13.38995,0,1,0,1,1,1,1,1,1,1,1,1,290.1604,6600.127641,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
6951,37.75235,-90.64099,19406.97,0,15.21903,0,0,0,1,0,0,0,0,1,1,1,1,220.1185,5006.001706,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
3192,38.95317,-92.32085,32733.34,1,8.516783,0,1,0,1,1,1,0,1,1,1,0,0,177.4945,1499.696874,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0
9960,37.69915,-93.57477,26990.25,0,8.214286,0,0,0,1,0,1,1,1,0,1,0,1,174.9755,4856.265598,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0
831,41.17326,-80.68007,29005.1,1,11.97165632,0,0,1,1,1,0,0,0,0,1,1,1,207.638588,635.4288732,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0
304,42.88087,-78.81142,28502.33,0,7.248946018,0,0,0,1,0,0,0,1,1,0,1,1,172.47417,1729.837284,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
6199,42.81535,-97.28009,58102.4,0,8.680968,0,1,0,1,0,0,1,0,1,0,0,1,114.9838,5729.606483,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
7872,40.82071,-74.30856,22635.96,0,16.00915,0,0,0,1,0,0,1,0,0,0,1,0,149.9378,6568.053155,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1
8269,33.07885,-97.06273,17899.79,0,8.565618,0,0,0,1,0,1,0,0,0,1,0,1,139.9568,4571.4966,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
281,48.2234,-122.30731,36315.29,0,7.287197615,0,0,1,1,0,0,0,0,1,1,0,1,129.948316,676.1747964,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
3473,36.22598,-91.65152,42496.34,0,8.34686,0,0,1,1,0,0,0,1,0,1,0,1,129.9621,1163.746203,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1
9323,35.58114,-97.64143,26248.17,0,7.79697,0,0,0,1,1,0,0,0,1,0,0,0,157.4698,5757.088887,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
3239,44.90525,-93.33976,48318.32,1,6.346383,0,1,1,1,1,0,0,0,0,1,0,1,169.9447,462.4081269,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
3009,35.82508,-91.1178,43930.42,0,11.49429,1,1,0,1,1,0,0,1,1,0,0,1,169.9928,444.2368102,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0
2380,36.38065,-115.5069,64719.02,0,13.96002,0,0,0,1,0,0,0,1,0,0,1,1,127.4887,1617.794287,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
2735,39.70386,-100.1854,7858.21,1,10.3891,0,1,0,1,0,0,0,0,0,1,0,0,104.9629,807.0176026,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
9195,31.3321,-84.94157,48292.64,0,9.7879,0,1,0,1,0,0,0,1,1,0,1,1,139.9979,4957.435146,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0
6136,43.39197,-89.87219,132149.5,0,6.167016,0,0,1,1,0,1,1,1,1,1,1,0,257.6549,4665.041877,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
8846,21.30376,-157.8627,30256.32,0,9.487316,0,1,0,1,0,0,1,0,1,0,0,1,147.4601,4599.967755,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1
7203,31.09622,-97.41034,80011.9,0,6.616816,1,1,1,1,0,1,1,0,0,0,0,1,137.4686,5975.247846,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
895,32.29455,-89.12583,125002.34,0,4.937247087,0,0,0,1,1,0,1,0,1,0,1,1,182.476229,596.3449707,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0
5004,48.79185,-96.99733,49040.36,0,10.35485,1,0,0,1,1,0,1,0,1,0,0,0,179.9656,4940.355869,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0
772,44.77085,-94.18112,78642.15,0,13.54202523,0,0,0,1,0,1,1,0,0,0,0,1,104.992311,886.3435693,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0
7216,43.91939,-116.1626,9483.24,0,3.340943,0,0,0,1,0,0,1,0,0,0,1,0,149.9378,4969.700877,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
1332,33.78649,-88.74122,32000.75,1,7.686998495,0,0,0,1,1,0,0,1,0,1,1,1,220.161527,1618.259683,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1
3625,48.52191,-122.067,9967.84,1,4.199369,0,1,1,0,1,0,0,1,0,1,1,1,220.1615,2210.526102,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0
8222,41.04457,-107.4989,20164.01,0,8.878152,0,1,0,1,1,1,0,0,1,0,1,1,194.9744,5068.172778,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
6022,38.93284,-122.8041,32714.76,0,11.01588,0,0,0,1,0,1,1,1,0,0,0,1,117.5152,4756.034607,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
7446,40.31809,-74.24989,71117.01,0,12.01013,0,1,1,1,0,0,0,1,1,0,0,0,137.4872,3432.332098,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0
4297,34.73885,-88.01897,13722.37,0,9.098168,0,0,0,1,1,1,0,1,0,1,0,0,184.9853,1275.385401,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
2796,41.35536,-78.36768,131511.8,1,9.457995,0,1,0,1,1,0,1,1,1,0,0,1,172.4885,1838.415776,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0
1456,41.10743,-90.92272,27235.84,1,6.681633242,1,0,1,1,0,0,1,1,0,0,0,0,127.473844,1696.133718,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0
7397,37.18413,-80.6157,59234.25,0,6.978157,1,0,0,1,0,0,0,0,0,1,0,1,137.4392,3980.552637,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
7728,40.96066,-80.42073,32893.0,0,5.725661,0,0,0,1,1,0,1,0,1,0,0,0,179.9656,6006.935704,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1
7803,44.93099,-93.07957,12435.87,0,12.64401,1,0,0,1,0,0,0,0,0,0,1,1,127.4421,5980.119936,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
3822,33.43663,-88.82644,38202.86,0,7.721245,1,1,0,1,0,0,0,0,0,1,0,0,117.4392,2316.736557,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
317,36.61973,-80.12316,26391.1,1,14.04061351,0,0,1,1,0,0,0,0,1,1,1,0,220.118516,1693.576099,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
4402,41.90675,-69.99739,42506.46,0,7.041544,0,1,0,1,1,0,0,0,0,0,1,1,179.9476,581.3197743,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
2658,41.02127,-74.33188,138555.9,1,13.31326,0,1,0,1,0,1,0,1,0,0,1,1,142.4827,2058.120961,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
2337,40.82569,-95.90087,13564.03,0,16.22817,0,0,0,1,0,1,0,1,1,0,0,1,107.5286,517.7918192,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0
1275,40.82017,-74.10566,16762.99,1,11.54198689,1,0,0,1,1,1,1,1,0,0,1,0,217.483972,955.0181592,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
8576,48.95329,-122.1283,71899.67,0,11.8857,0,0,0,1,0,0,0,1,1,0,1,1,172.4742,3741.804448,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
4266,30.07289,-90.63107,22552.58,0,8.540979,0,0,0,0,0,0,1,0,1,1,0,0,172.4441,671.4099396,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0
3261,43.65428,-72.78924,17202.87,1,10.43721,0,0,0,1,0,1,1,0,1,1,0,1,174.9618,563.1178513,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0
2709,37.23018,-82.70802,66284.45,0,10.44775,0,1,0,1,0,0,0,1,1,0,0,1,105.011,155.5067148,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0
8463,40.23468,-104.9994,6820.51,0,10.93998,0,1,0,1,1,0,0,0,0,1,0,1,149.9447,6048.807482,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0
4428,37.97724,-78.8107,9121.25,1,15.4471,0,0,0,1,0,1,0,1,1,1,1,0,235.1591,1747.993101,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
5431,42.95567,-84.93978,111892.6,0,13.33737,0,1,0,1,0,1,0,0,1,0,1,0,142.4689,5312.129835,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
1570,45.28772,-89.1812,21317.81,0,5.980381113,0,1,1,1,0,0,0,0,0,1,0,1,137.439154,996.4395858,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0
1065,46.40794,-123.0055,78661.45,1,10.20451845,0,0,0,1,1,0,0,0,1,0,0,1,157.469817,437.8833399,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1
5148,43.9532,-84.16778,17312.0,0,5.761471,0,0,0,1,0,0,0,1,0,1,0,1,129.9621,5579.495808,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0
8763,44.86231,-72.24567,35021.59,0,8.217405,0,0,0,1,1,0,1,1,0,1,0,1,204.9634,3735.933485,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0
9180,43.49465,-88.00157,256998.4,0,10.75625,0,0,1,1,0,1,1,1,0,1,0,0,174.9755,6343.939228,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
1425,47.3899,-109.38617,49128.48,1,13.3037367,0,1,1,1,0,0,0,0,0,0,1,1,147.442069,874.5485738,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
3749,31.71063,-89.31219,9708.23,1,11.22367,0,1,0,1,1,1,0,0,0,1,1,1,222.6326,1931.414865,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
8420,35.86958,-98.923,42679.8,0,6.950896,0,0,0,1,1,1,0,0,0,1,1,1,242.6326,4972.337033,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
2661,46.80184,-120.6751,35087.57,0,4.641244,0,1,0,1,0,0,1,0,1,1,1,1,210.138,1421.06817,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0
9619,43.02214,-88.29138,68930.4,0,8.460713,0,0,1,1,0,0,1,0,1,1,0,1,139.9678,5731.573712,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
4341,40.11503,-91.42052,42523.79,1,10.2902,0,0,1,1,0,0,1,1,0,1,0,1,139.9816,1419.040968,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
2712,40.26517,-76.88281,20473.21,1,16.84547,0,1,0,1,1,1,0,1,0,1,0,0,152.509,1170.830123,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0
1726,40.96044,-78.11433,5875.01,1,11.36888104,0,0,1,0,0,1,1,0,0,1,0,1,142.452604,1408.424309,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
1189,44.95343,-94.06545,19383.74,0,8.144330616,1,0,1,1,1,0,0,1,0,0,0,1,157.483594,278.9942907,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
8426,40.30382,-99.28345,5026.38,1,12.23929,0,1,0,1,0,1,0,0,1,0,1,0,129.9926,4409.527019,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
388,36.06472,-92.87615,21072.82,1,7.43893815,0,0,0,1,1,1,1,1,1,0,1,0,197.516854,1035.183038,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
4719,36.11164,-95.80388,21580.42,1,9.278282,0,1,0,1,0,0,1,1,0,1,1,0,242.6281,776.1387725,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0
7541,33.6515,-93.80627,10547.83,0,10.58659,1,0,0,1,0,0,1,0,1,0,0,1,127.4601,5590.851555,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
3465,44.12738,-69.13688,44295.41,0,9.984016,1,1,1,1,1,0,0,0,0,0,0,0,124.9607,909.4363783,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0
9215,37.62104,-88.81596,33653.9,0,8.761838,0,0,1,1,0,0,0,0,1,0,1,1,159.9512,5614.790593,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
7608,47.66207,-122.7179,80905.43,0,13.86573,0,1,0,1,0,1,0,0,0,0,1,0,129.9598,6235.95972,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
7272,35.45863,-97.34557,146544.6,0,12.10445,0,0,0,0,0,1,0,0,1,0,1,1,129.9926,5926.760477,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0
7917,37.57039,-76.42148,15231.77,0,10.83194,0,1,0,1,1,0,0,0,1,1,0,0,182.4538,5920.786804,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
9306,35.97155,-80.75388,17152.68,0,5.917707,0,1,0,1,0,0,0,1,0,1,1,0,200.1323,6330.802447,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
2293,32.89241,-91.66023,18450.35,0,9.35093,0,0,0,1,0,0,1,1,0,0,0,0,114.9976,553.4713761,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1
8256,41.56287,-98.66739,12473.92,0,11.79419,0,0,0,1,0,0,1,0,1,0,1,0,182.447,4569.936966,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
