,Tenure,Bandwidth_GB_Year,Churn,OnlineBackup,DeviceProtection,Area_Rural,Area_Suburban,Area_Urban,Contract_MonthToMonth,Contract_OneYear,Contract_TwoYear
5395,52.20263,5197.361049,0,0,1,1,0,0,0,1,0
5396,66.66268,5905.250692,0,1,1,0,1,0,1,0,0
5397,71.45086,5917.693418,0,1,0,1,0,0,1,0,0
5398,55.28921,5530.883577,1,0,0,1,0,0,1,0,0
5399,57.56766,4968.328024,0,0,1,0,0,1,1,0,0
5400,63.76818,5398.347301,0,0,0,1,0,0,0,0,1
5401,65.24071,5347.776998,0,1,0,1,0,0,0,0,1
5402,67.89759,6559.360681,0,1,1,0,0,1,1,0,0
5403,56.716,5386.455531,0,1,0,0,0,1,1,0,0
5404,68.83942,5762.454827,0,0,1,0,1,0,1,0,0
5405,57.33843,5228.370243,0,0,0,0,1,0,1,0,0
5406,43.41671,4108.848897,0,0,1,1,0,0,1,0,0
5407,46.40554,4646.632157,0,0,0,0,0,1,0,1,0
5408,67.64041,6308.665694,0,1,1,1,0,0,0,0,1
5409,59.21526,5663.575209,0,1,1,1,0,0,0,0,1
5410,57.25147,5010.797341,0,0,1,0,1,0,1,0,0
5411,61.72165,5563.392672,0,1,1,0,1,0,0,0,1
5412,44.69494,3969.782146,0,1,1,0,0,1,0,0,1
5413,54.50776,5030.771701,0,1,1,0,0,1,1,0,0
5414,64.99757,6006.905316,1,1,1,1,0,0,1,0,0
5415,66.04097,5972.423634,0,0,0,0,1,0,0,0,1
5416,69.2962,6739.19212,0,0,0,0,1,0,0,1,0
5417,57.77873,5579.15458,0,0,0,1,0,0,0,1,0
5418,65.04247,5709.211479,0,0,0,0,1,0,1,0,0
5419,66.09752,5516.527396,0,0,0,0,1,0,0,0,1
5420,53.82378,4893.99719,0,0,0,1,0,0,1,0,0
5421,45.54189,4164.277154,0,1,1,0,0,1,1,0,0
5422,53.17302,4345.907298,0,0,0,0,1,0,1,0,0
5423,61.50313,5419.934519,0,0,1,0,0,1,0,0,1
5424,64.61766,5693.466496,0,1,1,0,0,1,0,1,0
5425,65.52605,5913.125552,0,0,1,0,1,0,1,0,0
5426,61.96091,5688.676981,1,0,0,1,0,0,1,0,0
5427,66.9628,5733.035422,0,0,0,0,0,1,1,0,0
5428,60.91354,5894.516764,0,0,0,0,0,1,0,0,1
5429,71.52256,5766.913605,0,0,0,1,0,0,0,0,1
5430,67.39149,6182.666346,0,1,0,1,0,0,1,0,0
5431,57.31946,5312.129835,0,0,0,0,1,0,1,0,0
5432,71.93473,5796.999774,0,0,0,0,0,1,0,1,0
5433,68.64996,6261.419372,0,0,0,0,1,0,0,1,0
5434,60.18407,5173.091219,0,1,0,1,0,0,0,1,0
5435,58.32931,4862.320826,0,0,0,0,1,0,0,0,1
5436,50.05258,5005.571485,0,1,1,1,0,0,0,0,1
5437,65.44764,5466.37029,0,1,0,0,0,1,1,0,0
5438,68.65945,6503.984053,0,1,0,0,0,1,1,0,0
5439,52.79234,5072.66967,0,1,1,1,0,0,0,0,1
5440,62.59338,5942.048606,0,0,1,0,0,1,1,0,0
5441,69.53443,6178.61031,0,1,1,0,1,0,1,0,0
5442,49.96921,4529.909678,0,0,0,0,0,1,1,0,0
5443,70.78918,6336.618694,0,0,0,1,0,0,1,0,0
5444,57.74783,5082.031319,0,0,0,0,0,1,0,1,0
5445,53.77634,4594.835502,0,0,1,0,1,0,0,0,1
5446,53.34625,5128.882309,0,0,1,0,1,0,1,0,0
5447,61.33997,5270.685618,0,0,1,0,1,0,1,0,0
5448,65.78,6054.367041,0,1,0,0,1,0,1,0,0
5449,66.47606,6502.025208,0,1,1,1,0,0,0,1,0
5450,65.83332,6300.056458,0,0,0,0,0,1,1,0,0
5451,65.04596,5948.856328,0,1,1,1,0,0,0,0,1
5452,42.31228,3894.441976,0,1,0,0,1,0,1,0,0
5453,38.28807,3491.783586,0,1,0,0,1,0,1,0,0
5454,49.90782,4475.105272,0,0,1,0,0,1,1,0,0
5455,52.00223,4695.750395,0,1,0,1,0,0,0,1,0
5456,69.51253,6322.708205,0,1,0,1,0,0,0,0,1
5457,39.01296,3382.423508,0,0,0,0,0,1,0,0,1
5458,55.26536,5112.939726,0,1,0,0,1,0,0,1,0
5459,47.02878,4811.89025,1,1,1,0,0,1,1,0,0
5460,57.76017,5431.15051,0,1,0,0,1,0,0,0,1
5461,58.23726,5088.803181,1,1,0,0,1,0,1,0,0
5462,70.4859,6655.981104,0,0,0,1,0,0,1,0,0
5463,67.82145,6187.029956,0,1,0,0,1,0,1,0,0
5464,53.04753,5276.196262,0,1,0,0,1,0,0,0,1
5465,50.90725,4642.032276,0,1,0,0,0,1,0,0,1
5466,68.90613,6709.021998,0,1,0,0,0,1,1,0,0
5467,48.20538,3950.92899,0,0,1,0,1,0,0,0,1
5468,65.26303,5903.302417,0,0,0,1,0,0,1,0,0
5469,61.3125,5460.921432,0,1,1,1,0,0,1,0,0
5470,60.25968,5269.076385,0,0,0,0,1,0,1,0,0
5471,57.81554,5320.166858,0,0,1,0,0,1,0,0,1
5472,67.8576,6017.570291,0,0,1,1,0,0,1,0,0
5473,51.55857,4899.179172,0,0,0,0,1,0,1,0,0
5474,66.10268,6641.027483,0,1,1,0,1,0,1,0,0
5475,70.65651,5981.238779,0,0,1,1,0,0,0,0,1
5476,59.23589,5610.672962,0,1,1,0,1,0,0,0,1
5477,68.1383,6769.093084,0,0,1,0,1,0,1,0,0
5478,59.27489,5385.903276,0,0,1,1,0,0,0,0,1
5479,63.59925,5559.919752,0,1,1,1,0,0,1,0,0
5480,54.13164,5296.312677,0,1,0,0,1,0,0,1,0
5481,49.8342,4226.329148,0,0,1,0,1,0,0,1,0
5482,67.31834,5769.179556,0,0,0,0,0,1,1,0,0
5483,50.33619,4726.095224,0,1,0,0,0,1,1,0,0
5484,43.77028,4315.04425,0,1,1,0,1,0,0,0,1
5485,62.5003,5921.61952,0,0,0,1,0,0,0,1,0
5486,38.54459,3601.393455,0,1,0,1,0,0,1,0,0
5487,59.51288,5057.818142,0,0,1,0,0,1,1,0,0
5488,53.46837,5200.564235,0,1,0,0,0,1,0,0,1
5489,67.2235,6015.544544,0,0,1,0,1,0,1,0,0
5490,62.16298,5248.831273,0,0,0,1,0,0,0,0,1
5491,55.90679,5248.280009,0,0,1,0,1,0,0,0,1
5492,68.37005,6484.666128,0,0,1,0,0,1,1,0,0
5493,63.04335,5662.285046,0,1,1,0,1,0,1,0,0
5494,62.90729,5854.565694,0,0,0,0,1,0,1,0,0
5495,63.42204,5566.008454,0,1,1,1,0,0,0,0,1
5496,68.74532,6315.438306,0,0,0,0,0,1,0,0,1
5497,49.30275,5003.406744,1,1,1,0,1,0,1,0,0
5498,70.72564,6283.625527,0,0,0,0,0,1,1,0,0
5499,52.16336,4993.628447,0,0,1,0,0,1,1,0,0
5500,65.52904,5489.048081,0,1,0,0,0,1,0,0,1
5501,65.33592,5747.351224,0,0,1,0,1,0,1,0,0
5502,68.96904,6237.268861,0,1,1,1,0,0,1,0,0
5503,48.03427,4300.642039,0,0,1,0,0,1,1,0,0
5504,61.38844,5803.879938,0,1,0,0,0,1,1,0,0
5505,45.6394,4245.941407,0,1,1,1,0,0,1,0,0
5506,64.45957,5611.443086,0,0,0,0,0,1,0,1,0
5507,57.08448,5247.947941,0,0,0,0,0,1,1,0,0
5508,71.44192,6193.00568,0,0,1,0,0,1,1,0,0
5509,57.37827,5245.226834,0,0,1,0,0,1,0,1,0
5510,63.96491,6023.00098,0,0,1,0,1,0,1,0,0
5511,62.11401,5663.31815,0,1,1,1,0,0,1,0,0
5512,48.49962,4596.831004,0,1,1,1,0,0,1,0,0
5513,55.0447,4727.689294,0,0,0,0,1,0,1,0,0
5514,67.19559,5929.012302,0,0,1,0,1,0,1,0,0
5515,52.03938,5155.317217,0,0,0,0,1,0,0,0,1
5516,62.40564,5620.564008,0,1,1,0,0,1,1,0,0
5517,57.49209,5646.886372,0,1,0,0,1,0,0,1,0
5518,67.16512,6268.031469,1,1,1,1,0,0,1,0,0
5519,56.9918,4946.826952,0,0,1,0,1,0,1,0,0
5520,62.85596,6155.213641,1,0,1,1,0,0,1,0,0
5521,53.22972,4771.495872,0,0,1,0,1,0,0,0,1
5522,67.11808,6071.058616,0,0,1,0,1,0,0,0,1
5523,62.01898,5484.119427,0,1,0,0,0,1,1,0,0
5524,64.8122,5933.623643,0,0,0,1,0,0,1,0,0
5525,64.26152,6473.341815,1,1,0,0,0,1,1,0,0
5526,68.68481,6127.79877,0,0,0,1,0,0,1,0,0
5527,65.64814,5407.576321,0,0,0,0,0,1,0,0,1
5528,68.85746,6114.267462,0,0,0,1,0,0,0,1,0
5529,70.634,6104.035524,0,1,0,0,1,0,0,0,1
5530,41.51958,4443.003488,0,1,1,1,0,0,0,1,0
5531,58.64675,5627.453779,0,1,0,0,0,1,1,0,0
5532,58.52603,5216.298758,0,1,1,1,0,0,0,0,1
5533,69.78436,5924.920176,0,0,0,0,0,1,1,0,0
5534,57.81671,4930.470975,0,0,1,1,0,0,0,0,1
5535,56.54286,4967.342093,0,0,1,1,0,0,0,0,1
5536,65.41235,5910.47033,0,1,1,0,1,0,1,0,0
5537,66.63528,6131.622551,0,0,0,0,1,0,1,0,0
5538,66.17528,5639.931173,0,0,0,1,0,0,1,0,0
5539,59.6877,5118.044271,0,0,1,1,0,0,1,0,0
5540,60.83302,5379.145841,0,0,1,1,0,0,1,0,0
5541,52.41441,4831.531789,1,1,0,1,0,0,1,0,0
5542,71.08539,5911.716831,0,1,0,0,1,0,0,0,1
5543,45.18454,4081.555041,0,1,1,0,0,1,1,0,0
5544,64.16494,5526.91472,0,0,0,1,0,0,1,0,0
5545,44.81075,4318.755591,0,0,0,0,1,0,0,0,1
5546,60.9767,5145.473955,0,0,1,1,0,0,0,1,0
5547,51.32084,4501.420909,0,0,0,0,0,1,1,0,0
5548,66.91612,5863.402923,0,1,1,0,0,1,1,0,0
5549,47.4558,4347.952465,0,1,0,0,1,0,1,0,0
5550,65.73734,5881.848209,0,0,0,1,0,0,0,0,1
5551,59.01535,5055.536874,0,0,0,0,0,1,0,1,0
5552,58.60767,5350.192494,0,1,1,0,0,1,0,1,0
5553,61.38199,5782.142746,0,1,0,0,0,1,1,0,0
5554,48.35393,4711.28064,0,0,0,1,0,0,1,0,0
5555,71.9076,6457.248707,0,1,1,0,1,0,0,1,0
5556,51.17826,4205.731492,0,0,0,0,0,1,0,0,1
5557,63.05008,5530.421045,0,0,0,0,0,1,0,0,1
5558,43.2487,4231.393427,0,0,0,1,0,0,1,0,0
5559,61.92686,5863.779578,0,1,1,0,1,0,1,0,0
5560,43.29451,4007.110298,0,0,0,0,0,1,1,0,0
5561,53.66219,4838.973661,0,1,1,0,1,0,1,0,0
5562,38.71974,3170.023123,0,0,0,1,0,0,1,0,0
5563,69.05558,6723.72149,0,1,0,0,0,1,1,0,0
5564,56.09481,5739.181377,0,1,0,0,1,0,0,1,0
5565,68.03309,6349.320467,0,0,1,0,1,0,0,0,1
5566,61.22216,5365.288201,0,0,0,1,0,0,0,1,0
5567,41.8312,4518.564,1,0,0,0,0,1,1,0,0
5568,65.33504,5530.817595,0,0,1,0,1,0,0,0,1
5569,71.03451,5897.711605,0,1,0,0,1,0,0,0,1
5570,61.42037,6062.895419,0,1,1,1,0,0,0,0,1
5571,71.79134,6284.979187,0,0,0,0,1,0,0,0,1
5572,64.48138,6277.702239,0,0,0,1,0,0,1,0,0
5573,52.98075,4866.729815,0,1,1,0,1,0,0,0,1
5574,62.20987,5815.857846,0,0,1,1,0,0,0,0,1
5575,64.41881,5820.82826,0,1,0,0,1,0,1,0,0
5576,62.84931,5249.465143,0,1,0,0,0,1,0,0,1
5577,59.86174,5592.352902,0,1,1,0,0,1,1,0,0
5578,59.2505,5730.292957,0,0,0,0,0,1,0,0,1
5579,66.00861,5933.314519,0,0,1,0,0,1,1,0,0
5580,41.09169,3653.559021,0,1,0,1,0,0,0,1,0
5581,70.73353,6024.265777,0,0,0,0,0,1,1,0,0
5582,62.01927,5770.797143,1,0,1,0,1,0,1,0,0
5583,63.28283,5641.382534,0,1,0,1,0,0,0,1,0
5584,52.98033,5368.841578,0,0,1,0,1,0,0,1,0
5585,58.67143,5303.936549,0,0,0,0,0,1,0,1,0
5586,62.65335,5678.725935,0,1,0,0,0,1,0,0,1
5587,60.34933,6009.463821,1,0,1,0,1,0,1,0,0
5588,40.35976,3653.777417,0,0,1,0,1,0,1,0,0
5589,70.49798,5939.80671,0,0,1,0,0,1,0,1,0
5590,69.7635,5757.753614,0,0,0,0,0,1,1,0,0
5591,61.02521,5779.744736,0,0,1,0,0,1,0,0,1
5592,58.2745,6019.460078,0,1,1,0,0,1,0,0,1
5593,65.49323,6135.141648,0,1,0,0,0,1,0,0,1
5594,62.79035,5401.505392,0,1,1,0,0,1,1,0,0
5595,41.58309,3819.338688,0,0,1,0,1,0,1,0,0
5596,47.99239,4579.647107,1,1,0,0,0,1,1,0,0
5597,48.29494,4197.55311,0,0,0,1,0,0,0,1,0
5598,43.00021,3788.951502,0,0,0,0,1,0,1,0,0
5599,59.60867,5326.92968,0,0,1,0,0,1,0,0,1
5600,67.91991,5967.092974,0,0,0,0,0,1,1,0,0
5601,60.99804,5876.124132,0,0,1,0,0,1,1,0,0
5602,60.40651,5234.429593,0,1,1,0,1,0,1,0,0
5603,47.17819,4839.103673,0,0,0,0,0,1,0,1,0
5604,68.83272,5722.009817,0,0,1,1,0,0,1,0,0
5605,53.49141,4611.987,0,0,0,0,1,0,0,1,0
5606,57.27044,5899.517682,1,1,0,0,0,1,1,0,0
5607,59.43102,5361.231393,0,1,0,1,0,0,0,1,0
5608,39.61469,3851.447958,1,0,0,0,0,1,0,1,0
5609,61.47987,5356.753961,0,1,1,0,1,0,0,1,0
5610,58.54353,5432.197233,0,1,1,0,1,0,0,1,0
5611,49.7446,4869.487736,0,0,1,0,0,1,0,0,1
5612,66.00869,6319.838076,0,0,0,0,0,1,0,1,0
5613,70.02121,6274.153212,0,0,1,1,0,0,0,0,1
5614,60.81561,5500.343313,0,1,1,1,0,0,1,0,0
5615,60.5779,5930.097335,0,1,1,0,0,1,1,0,0
5616,51.58472,4489.267692,0,0,0,1,0,0,0,1,0
5617,55.31656,5247.418341,0,1,0,0,1,0,1,0,0
5618,63.30929,5592.361956,0,0,0,1,0,0,0,1,0
5619,53.27752,5477.886159,0,1,0,1,0,0,0,0,1
5620,65.90305,5884.613452,0,1,0,0,0,1,1,0,0
5621,60.87582,5536.195731,0,0,0,0,1,0,1,0,0
5622,66.0517,6121.654756,0,1,0,0,1,0,0,1,0
5623,57.31571,5009.452903,0,0,1,1,0,0,1,0,0
5624,58.97505,5813.10524,0,1,1,0,1,0,0,1,0
5625,62.37954,5394.351469,0,0,1,1,0,0,0,0,1
5626,70.56358,6708.158084,0,1,1,0,1,0,1,0,0
5627,65.07415,5632.965693,0,1,0,0,0,1,0,0,1
5628,56.20378,4551.440341,0,0,0,0,1,0,0,0,1
5629,54.2897,4924.466653,0,0,1,1,0,0,0,1,0
5630,60.15898,5547.950501,0,1,1,0,0,1,1,0,0
5631,61.84801,5526.487954,0,1,0,1,0,0,0,1,0
5632,56.9978,5348.99535,0,0,1,0,1,0,1,0,0
5633,46.30619,4243.908817,0,0,1,0,0,1,1,0,0
5634,66.7449,6382.531232,0,1,1,1,0,0,1,0,0
5635,65.29309,6160.220905,0,0,0,0,0,1,0,0,1
5636,58.05485,4984.849588,0,0,0,0,0,1,1,0,0
5637,56.79909,4884.456533,0,0,1,0,0,1,1,0,0
5638,71.93174,6599.564823,0,1,1,1,0,0,1,0,0
5639,59.85396,5305.602924,0,1,0,1,0,0,0,0,1
5640,69.32327,6518.166442,1,0,1,0,0,1,1,0,0
5641,61.0911,5653.372513,0,1,0,0,1,0,0,1,0
5642,64.91322,5715.030445,0,1,0,0,1,0,1,0,0
5643,67.93291,6131.484263,0,0,1,1,0,0,0,1,0
5644,47.64072,4130.432282,0,1,0,0,0,1,1,0,0
5645,71.3084,6144.768685,0,0,0,0,0,1,0,1,0
5646,65.21792,5874.281225,0,0,0,0,0,1,1,0,0
5647,48.98002,4335.611406,0,0,0,0,1,0,1,0,0
5648,64.19627,6083.758176,0,0,0,0,1,0,1,0,0
5649,71.71986,6296.461831,0,0,1,0,0,1,1,0,0
5650,67.1766,6247.6461,0,0,0,1,0,0,1,0,0
5651,61.91778,5672.644392,0,0,0,0,1,0,0,1,0
5652,48.08209,5064.062256,1,1,0,0,0,1,1,0,0
5653,41.94323,4185.58497,0,0,1,1,0,0,0,1,0
5654,50.58158,4531.04303,0,0,1,0,1,0,0,0,1
5655,65.83916,5992.346598,0,0,0,1,0,0,0,1,0
5656,57.40724,5545.047634,1,0,0,1,0,0,1,0,0
5657,71.9056,6535.810581,0,1,1,0,0,1,0,1,0
5658,60.76709,5576.448425,0,1,1,0,1,0,0,0,1
5659,66.22209,6070.299747,0,0,0,0,1,0,0,0,1
5660,61.18403,5502.689262,0,1,1,0,0,1,1,0,0
5661,54.65604,4991.819551,0,0,0,1,0,0,0,1,0
5662,66.15315,5812.769976,0,0,1,1,0,0,1,0,0
5663,68.76753,5762.602883,0,0,0,0,0,1,1,0,0
5664,54.8774,5301.860931,0,1,0,1,0,0,0,0,1
5665,67.0795,6157.745923,0,1,0,0,1,0,0,1,0
5666,65.32463,6557.26466,0,1,0,1,0,0,1,0,0
5667,52.14985,5075.832913,0,0,1,1,0,0,0,0,1
5668,42.6954,4638.796434,1,0,1,0,1,0,1,0,0
5669,45.59475,4652.920592,0,0,0,0,1,0,0,0,1
5670,58.42233,5227.179847,0,1,1,0,1,0,1,0,0
5671,71.55357,6342.143374,0,1,0,1,0,0,1,0,0
5672,71.04194,6462.182186,0,0,0,0,0,1,1,0,0
5673,66.77188,6174.276271,0,1,1,0,1,0,0,1,0
5674,57.50673,4866.25354,0,0,1,0,0,1,0,0,1
5675,61.60654,5311.628616,0,0,0,0,1,0,0,1,0
5676,68.00844,5785.21074,0,0,1,0,1,0,0,0,1
5677,70.41492,6104.192973,0,0,0,0,1,0,1,0,0
5678,68.32614,6335.855442,0,0,0,1,0,0,1,0,0
5679,54.71778,5229.211184,0,1,0,1,0,0,0,1,0
5680,39.13842,3260.745232,0,1,0,1,0,0,0,1,0
5681,57.49365,5473.390798,0,0,1,0,0,1,1,0,0
5682,60.23114,5394.915308,0,1,0,0,0,1,0,1,0
5683,47.55305,4217.907706,0,0,0,0,1,0,1,0,0
5684,67.72122,6149.65603,0,1,0,0,0,1,0,1,0
5685,61.94735,5945.934734,0,1,1,1,0,0,0,0,1
5686,68.29684,5867.544803,0,1,1,1,0,0,0,0,1
5687,70.30403,6069.194377,0,0,0,1,0,0,0,1,0
5688,37.5005,3614.976172,0,0,1,0,1,0,1,0,0
5689,60.34404,5089.775857,0,0,0,1,0,0,1,0,0
5690,57.36372,5095.502574,0,0,0,0,1,0,1,0,0
5691,57.50491,5434.730554,0,1,0,0,1,0,1,0,0
5692,42.67725,3912.208832,0,1,0,0,1,0,0,0,1
5693,65.4426,5524.247776,0,1,0,1,0,0,1,0,0
5694,63.15946,5417.867266,0,0,0,1,0,0,0,1,0
5695,65.60287,6147.448121,0,0,1,0,1,0,1,0,0
5696,70.70015,6359.975691,0,1,0,0,0,1,1,0,0
5697,71.4064,6400.696695,0,1,0,1,0,0,0,0,1
5698,51.61804,4716.06213,0,0,1,1,0,0,0,1,0
5699,67.40482,5748.365703,0,0,1,0,1,0,0,0,1
5700,70.62907,6045.138773,0,0,0,0,1,0,1,0,0
5701,70.64297,6503.161137,0,1,0,1,0,0,1,0,0
5702,61.78729,6106.678679,0,0,1,1,0,0,0,0,1
5703,66.54232,5932.384715,0,1,1,0,0,1,1,0,0
5704,63.06195,5268.837296,0,0,1,0,0,1,1,0,0
5705,70.22928,6865.467972,0,1,1,0,1,0,1,0,0
5706,63.06098,5716.051522,0,1,1,1,0,0,1,0,0
5707,56.31481,5401.877883,1,1,1,1,0,0,1,0,0
5708,55.69627,5230.495459,0,0,0,1,0,0,1,0,0
5709,66.00149,5956.933654,0,0,0,0,0,1,1,0,0
5710,60.37442,6089.889713,0,0,1,0,0,1,1,0,0
5711,66.19811,6136.96562,0,1,0,1,0,0,0,0,1
5712,47.6364,4121.77937,0,0,1,0,0,1,1,0,0
5713,54.69435,5298.949356,0,1,1,0,0,1,0,1,0
5714,63.05421,5962.861013,0,1,0,1,0,0,0,0,1
5715,54.78051,5151.21569,0,0,0,1,0,0,0,0,1
5716,55.38418,4675.756402,0,1,1,0,0,1,0,1,0
5717,47.40586,4281.425931,0,0,0,1,0,0,1,0,0
5718,65.45306,6374.103135,0,1,1,1,0,0,0,0,1
5719,71.7712,6101.516217,0,0,1,0,0,1,1,0,0
5720,69.15481,5739.929828,0,0,1,0,1,0,1,0,0
5721,54.67054,4647.66648,0,1,0,0,0,1,0,1,0
5722,51.48861,4811.298513,0,1,0,0,1,0,1,0,0
5723,61.0588,5209.85908,0,0,0,0,0,1,0,0,1
5724,57.65975,5319.498579,0,1,0,0,1,0,0,0,1
5725,53.12753,4861.72144,0,0,0,1,0,0,1,0,0
5726,70.49565,6722.143611,0,1,0,1,0,0,1,0,0
5727,50.42623,4533.008494,0,1,1,0,0,1,1,0,0
5728,58.74129,4901.491925,0,0,1,0,1,0,1,0,0
5729,52.65622,4643.51863,0,1,1,0,0,1,1,0,0
5730,54.01225,4585.713564,0,0,0,0,1,0,1,0,0
5731,65.95332,6282.463563,0,0,1,1,0,0,0,1,0
5732,63.01903,6020.277207,0,1,0,0,1,0,1,0,0
5733,71.00745,6543.110379,0,0,0,0,1,0,0,1,0
5734,71.02256,6399.222377,0,0,1,0,1,0,1,0,0
5735,42.80596,4784.796994,0,1,1,0,0,1,0,1,0
5736,62.15286,5615.849093,0,1,1,1,0,0,1,0,0
5737,50.89715,4646.442659,0,1,1,0,1,0,1,0,0
5738,57.20095,4966.136132,0,0,0,0,0,1,0,0,1
5739,64.98806,6205.696339,0,0,0,1,0,0,0,0,1
5740,60.32779,5036.334729,0,0,1,1,0,0,0,0,1
5741,64.47076,6033.647017,0,0,0,0,1,0,0,1,0
5742,60.16687,5553.300748,0,0,0,1,0,0,1,0,0
5743,69.76805,6599.040223,0,0,0,0,1,0,0,1,0
5744,64.44445,5460.550342,0,0,0,0,0,1,0,1,0
5745,71.00882,6742.932022,0,1,1,0,0,1,1,0,0
5746,67.93006,6640.554732,0,1,0,1,0,0,0,0,1
5747,52.51777,5463.709926,1,0,0,0,0,1,1,0,0
5748,69.5048,6391.573253,0,1,1,0,0,1,1,0,0
5749,43.86844,3992.718989,0,1,1,0,0,1,0,0,1
5750,64.44732,6093.091927,0,0,0,0,0,1,1,0,0
5751,64.12634,5849.463694,0,1,1,1,0,0,0,0,1
5752,61.80743,5989.985996,0,0,0,0,1,0,1,0,0
5753,59.71663,4970.688189,0,1,1,0,0,1,1,0,0
5754,66.60766,6398.11875,0,0,1,0,1,0,1,0,0
5755,60.8744,5269.998748,0,1,0,0,0,1,0,1,0
5756,47.43916,4526.335532,0,0,0,0,1,0,1,0,0
5757,62.04664,5754.564928,0,1,0,0,0,1,0,1,0
5758,62.56058,5830.300597,0,0,1,0,0,1,1,0,0
5759,66.05097,5983.812869,0,0,1,1,0,0,1,0,0
5760,62.75224,5865.625146,0,0,1,0,0,1,0,1,0
5761,57.13921,5004.36005,0,1,0,0,0,1,0,1,0
5762,70.97645,5781.732,0,0,0,0,0,1,0,0,1
5763,51.27317,4927.165029,0,0,0,0,1,0,0,1,0
5764,67.75314,6713.081591,0,1,1,0,0,1,0,0,1
5765,52.29353,4797.122065,1,0,0,1,0,0,1,0,0
5766,54.7075,4974.163846,0,1,0,0,0,1,0,0,1
5767,61.74103,5514.944335,0,0,1,0,0,1,0,0,1
5768,65.12119,6021.415503,0,1,0,1,0,0,1,0,0
5769,54.76926,5252.083564,0,1,1,0,1,0,0,1,0
5770,70.18932,6735.268525,0,0,1,0,0,1,1,0,0
5771,61.30642,5771.251702,0,1,1,0,1,0,0,1,0
5772,63.28674,6024.715109,0,1,0,0,0,1,0,1,0
5773,59.1618,4895.745165,0,0,0,1,0,0,1,0,0
5774,58.78687,5562.051941,0,1,1,0,0,1,1,0,0
5775,65.70769,6091.064644,0,1,0,1,0,0,0,1,0
5776,63.45489,6161.945348,0,1,0,0,0,1,0,0,1
5777,68.41013,5971.515636,0,0,0,0,0,1,0,1,0
5778,70.23949,6484.787518,0,0,0,0,1,0,1,0,0
5779,56.32645,5640.808851,1,0,0,0,0,1,0,1,0
5780,57.67289,4920.518248,0,0,0,0,0,1,0,0,1
5781,60.82718,6066.504159,0,0,1,0,1,0,0,1,0
5782,69.76544,6174.824996,0,0,1,0,0,1,1,0,0
5783,66.63219,6084.511649,0,0,0,0,0,1,1,0,0
5784,70.34319,6003.619513,0,0,0,0,0,1,1,0,0
5785,61.75654,5237.396005,0,1,0,0,0,1,0,0,1
5786,60.34007,5367.056964,0,1,1,0,1,0,0,0,1
5787,44.02354,4031.48686,0,0,0,0,1,0,1,0,0
5788,63.66434,5796.100318,0,0,1,0,1,0,1,0,0
5789,61.62652,5225.360098,0,1,1,0,0,1,1,0,0
5790,70.17488,6134.697014,0,1,0,1,0,0,0,0,1
5791,61.29358,5289.954359,0,1,0,0,1,0,1,0,0
5792,68.01745,5727.757032,0,0,0,0,1,0,1,0,0
5793,69.68705,6205.48799,0,0,0,0,0,1,0,1,0
5794,67.65646,5824.23881,0,1,1,0,1,0,0,1,0
5795,50.09295,4941.678785,0,0,1,1,0,0,1,0,0
5796,47.99043,4442.533708,0,0,0,0,0,1,0,1,0
5797,69.14535,5938.865925,0,0,0,0,0,1,1,0,0
5798,47.91787,4869.334092,0,0,0,0,0,1,0,0,1
5799,65.87412,5557.721713,0,0,0,0,0,1,0,1,0
5800,59.66274,4939.550584,0,0,0,0,0,1,0,1,0
5801,58.50278,5080.067605,0,0,0,0,1,0,1,0,0
5802,61.54602,5668.159085,0,1,1,0,0,1,0,1,0
5803,66.99754,5659.937572,0,1,1,0,1,0,1,0,0
5804,69.74139,6017.607321,0,0,0,0,0,1,0,0,1
5805,58.91354,5208.138235,0,1,0,0,1,0,0,1,0
5806,67.61943,5761.220242,0,0,0,1,0,0,0,1,0
5807,51.22671,4610.805566,0,0,0,0,0,1,0,0,1
5808,59.94889,5641.701018,0,0,0,1,0,0,0,0,1
5809,70.31022,6074.151439,0,1,1,1,0,0,0,0,1
5810,59.6057,5247.01062,0,1,0,0,0,1,1,0,0
5811,44.89823,4183.048936,0,0,1,0,1,0,0,0,1
5812,50.98192,4477.609834,0,1,0,0,1,0,1,0,0
5813,56.88725,5445.967827,0,1,0,0,0,1,1,0,0
5814,61.33886,5871.888679,0,1,1,0,1,0,1,0,0
5815,47.96511,4181.676431,0,1,1,1,0,0,1,0,0
5816,54.23273,4968.719293,1,0,0,1,0,0,1,0,0
5817,57.78109,4768.978651,0,0,0,0,0,1,0,0,1
5818,67.90183,6171.559833,0,0,1,0,1,0,1,0,0
5819,62.24788,5848.006408,0,0,1,0,0,1,1,0,0
5820,66.70369,5859.752162,0,0,0,1,0,0,0,1,0
5821,62.32519,5555.86987,0,0,1,0,0,1,1,0,0
5822,60.04073,5174.273895,0,0,0,0,1,0,1,0,0
5823,68.07677,5837.517911,0,0,0,0,0,1,1,0,0
5824,59.79068,5586.42851,0,0,1,0,0,1,1,0,0
5825,58.09895,5698.426541,0,1,0,0,1,0,0,1,0
5826,62.11937,5481.366195,0,0,0,1,0,0,0,0,1
5827,44.39429,4091.382815,0,0,1,0,0,1,1,0,0
5828,71.30912,6667.97528,0,0,1,1,0,0,0,1,0
